uniqueIdeaIndex,idea
m2kpuix85gs3q-AINL-93-3,"A car within a sphere - it can roll along on land but also on water it can be kept stable and float, with built-in propellers to help it glide along."
m2kpzf8yzo92i-AIRL-95-1,"The idea is to create a toy, Carputer Adventure Kit which is an interactive toy where children aged 5-11 program a toy car using a tablet, experiencing the excitement of racing while learning basic coding and problem-solving skills."
m2kpzf8yzo92i-AIRL-95-2,"Another idea is to create a Cyber Drive Builder Kit. It lets kids between 5-11 years construct vehicles with modular, computerized parts, then customize behavior through an app, blending construction play with basic coding skills."
m2kpzf8yzo92i-AIRL-95-3,"We are introducing the RoboCruise Navigator. This is a toy that lets kids 5-11 design and program routes for a robotic car on a customizable map, combining map skills with coding fundamentals for interactive learning."
m2kq1r3kyg10j-AIRH-96-1,"A Robo-Explorer Backpack engages kids in learning with sensors and a screen, teaching about surrounding with GPS and augmented reality."
m2kq1r3kyg10j-AIRH-96-2,A Code-and-go puzzle mat which is a educational toy blends mobility and computing in an engages way without overwhelming the child with complex technology.
m2kq1r3kyg10j-AIRH-96-3,"Imaging a smart adventure belt, for the kids which will be a interactive badges that teach science and geography as a kids move and also computing."
m2kq1v3jpwy9d-HMNL-97-1,A lightweight toy car made with buoyant material which can also be used as an amphibious car that can float on water inside a bathtub.
m2kq1v3jpwy9d-HMNL-97-2,A building block toy similar to Lego which can be built into different vehicles including a car and a boat.
m2kq1v3jpwy9d-HMNL-97-3,"A transformers like toy which can be changed from a car to a boat. One orientation is a car, and the other a boat."
m2kq2epfuxdtz-HMNH-98-1,"a smart scooter for kids, but with a smartphone enabled app where the accompanying parents can control the scooter. A bit like driving instructor dual controls but for the 21st century"
m2kq2epfuxdtz-HMNH-98-2,smartphone tracker for your loved elderly or disabled relative. Always know where they are so you know they're safe and well
m2kq2epfuxdtz-HMNH-98-3,"motorised waterjet powered inflatable vests for kids in the pool. More than a floating aid, they can wizz along in hhe pool too"
m2kq4kud0zvnd-HMRL-99-1,"a car with an open roof, with four wheels, a transparent window that the child can see through and also a toy human can be placed inside as the driver."
m2kq4kud0zvnd-HMRL-99-2,the computer should be made with comic character keys with different colors and also the frame should be made of multi color as well. and the computer should be made in such a way that it can be easily operated.
m2kq4kud0zvnd-HMRL-99-3,"this car should be made with the roof closed, tinted windows, the doors should be able to open. it will have back seat, boot, drivers seat. it should have lights aswell"
m2kq77zeptfdk-AINL-101-1,"TurboDuck TurboChase is an utterly wacky toy that combines car and boat elements with a dash of humour and innovation. Shaped like a gigantic rubber duck, this toy features disguised as webbed feet that spin for land travel. The body expands like a balloon allowing it to float effortlessly in water and releases a burst of bubbles from its rear end from a quacking exhaust muffler"
m2kq77zeptfdk-AINL-101-2,Streamline Cruise orb is a revolutionary toy that is designed as a spherical orb with a semi-transparent outer shell resembling a futuristic capsule. Inside a car-like structure rotates freely. On land the orb rolls. In water the spherical design shifts as jet propulsion pumps guide it
m2kq77zeptfdk-AINL-101-3,"Dual Realm Voyager marries car and boat in one distinct design. THe model features a chassis that is half sleek car, half streamlined boat. The front end is a classic sports car, with wheels for land navigation. At the back is a boat tail crafted for buoyancy and water"
m2kq8dghnkyfk-AINH-102-1,"A floating aquatic creature like a turtle, it should be made from waterproof materials like foam or plastic, it can also be remote controlled for more fun."
m2kq8dghnkyfk-AINH-102-2,"A humanoid robot with a see-through body, 2 legs for walking on land and a propeller at its feet and also a bubble blowing mechanism at its feet for added fun"
m2kq8dghnkyfk-AINH-102-3,"A boat that could transform to a human character while on land, it would be controlled by a remote control and the propeller would be at the back of the character when on land and underneath the boat if in water"
m2kqah3l55928-AIRL-103-1,"Tech-racer workshop station-This toy include a robust durable car track intergrated with simple computer interface. Children build and customize the racecars with modular parts. The computer features basic programming options to tweak car speed, control track obstacles and simulate weather conditions. This encourages creativity as kids experiment with design and strategy while racing with their personalised cars."
m2kqah3l55928-AIRL-103-2,"Cyberspace Cruiser Console- Designed as a handheld console shaped like a car dashboard, it lets kids drive through digital environments with interactive screens on the car's windshield, kids solve puzzles, complete missions, and navigate virtual worlds, combining gaming with tactile experience of steering and gear shifting"
m2kqah3l55928-AIRL-103-3,"Code and cruise Adventure-A garage playset where children code driving missions for their toy cars using a child-friendly software app. The set comes with physical obstacles and a playmat resembling raodways. Kids program routes and actions, then watch their real toy cars follow the devised path, merging programming skills with imaginative play."
m2kqbn6eqho03-AIRH-104-1,"The Math rover, a smart educational toy featuring a friendly animal design, aimed at children age 6-10.  It has wheels for maneuvering and a digital screen on its back.  When turned on it challenges kids to solve math problems and it can be interacted with by voice or touching buttons.  Once the correct answer is found the rover celebrates by making a fun journey around the room making math both fun and interactive."
m2kqbn6eqho03-AIRH-104-2,"The math rover that can move around on wheels and has a digital display screen with math problems to be solved and interactive features and which does funny dances and movements when problems are solved and also reacts to the environment it is in.  It also has customizable adventure modes where it can embark on themed missions such as a treasure hunt or space exploration.  Each mission has an almost infinite number of alternate paths with math puzzles and logic puzzles tailored to the theme.  It integrates augmented reality through a companion app that overlays digital landscapes bringing the toys adventure to life.  It will also include modular add-ons such as wings or toolkits each unlocking new math topics or challenges.  There can also be a create an adventure mode allowing kids to create their own personalized missions, which could also be uploaded for others to try allowing for sharing missions and infinite possiblities."
m2kqbn6eqho03-AIRH-104-3,"The Math robot that has environmental interactivity with sensors such as infrared and ultrasonic to detect and respond to its surroundings.  It can have a discovery mode where it explores the room and identifies obstacles and reacts with appropriate behaviours such as pausing, reversing etc.  It could also come up with puzzle that are relevant to its surroundings, math puzzles/ logic puzzles that include what it can 'see' and where it is to allow for movement to be based on answers and also to encourage the child to interact and learn at the same time.  If it also has a camera and have basic facial recognition it can respond with emotions appropriate to people and situations and the answers given to its puzzles.  It would have a digital interactive screen for kids to use to complete the puzzles.  It can also respond to environmental changes such as lighting up when the room is dark or responding with noise when certain words are said.  It can respond to puzzle answers with making them easier or harder depending on how well the child does.  It can use the environment and people around them to make up puzzles and allow the child to interact in a more meaningful way to encourage them to want to learn."
m2kqe4wa07t8v-HMNL-105-1,Hybrid Car & Boat: This is an hybrid toy machine of a car that can be transformed into a boat. This can typically be designed to be used in a pool.
m2kqe4wa07t8v-HMNL-105-2,Car & Boat Lego: This is a block of lego that can only be used to build cars and boats. It sets targets for the kid to either create a boat of a car.
m2kqe4wa07t8v-HMNL-105-3,"Speed boat and Car Racing: This is a simulation game that is able to simulate a race between cars and boats, the child sets the race track and is able to carry out races between cars and speed boats."
m2kqgkt595hgc-HMNH-106-1,"A pet. This could be anything from a Unicorn to a dog, or even a dinosaur! The pets would be named, have unique identities and varying designs. It would also have an AI voice where the child could talk and teach the pet basic instructions. Let's say the dog is called Jake.....walk Jake! All pets would be functionable in water so great for bathtime, swimming. A true and fun friend for any child."
m2kqgkt595hgc-HMNH-106-2,"Handheld, waterproof game console. All games would have an educational element and depending on the age group could have fun characters who teach them things like how to overcome a dislike of getting their hair washed. The interactive characters would give them a sense of camaraderie....we can do this pal! The console could also have books for their appropriate age so could be read in the bath before bedtime, to have a fun but calming effect. Outside of this, the console can be used anywhere, like when travelling, or just killing time at home. All names would be presented in a colourful, lively way but offer an added education and learning process, albeit subtely."
m2kqgkt595hgc-HMNH-106-3,"Collectible planets and stars. The solar system is endless so the possibilities of this product are too. They would appear to be coloured in daylight and glow in the dark. They could be sold in mixed packs and be swapped like the football cards were. Could also sell stands and display for them, like a planetary Barbie house. The introduction of alien characters and their back stories would start to build a whole world of backstories and interest. Xahejd lives near Jhhdydbd etc. They could also have spinning controls and twinkling effects. All stars/planets/alien characters would float in liquid so would never get lost."
m2kqksco9usyo-HMRH-108-1,"Doodle drone: a small drone that children can control while flying. it features a built-in marker that draws shapes or pattern in the air, encouraging artistic expression and spatial awareness."
m2kqksco9usyo-HMRH-108-2,"Code-A-Pet: a programmable robotic pet that moves and interacts with kids. Children can code its actions and responses through a simple app, promoting creativity and computation thinking."
m2kqksco9usyo-HMRH-108-3,"storytelling scooter: an electric scooter that narrates stories as kid rides. children can choose story theme through a connected ap, encouraging imaginative play and physical activity."
m2kqp7fjodp83-AINL-109-1,Place a boat and a car side side by side to create the ultimate fortress. These two vessles can be turned into a great barrior for protection from enenmies!
m2kqp7fjodp83-AINL-109-2,A race between land and sea. A friendly competition where kids could see which transportation method can make it to the finish line first!
m2kqp7fjodp83-AINL-109-3,"Combine these items to make a transformer robot! Dismantle pieces of the car and boat, then reformat them strategically to create a cool robot."
m2kqpsemhoczt-AIRL-111-1,A remote control car with built in wi-fi and a small built in screen can be created. It can be programmed to drive different routes using an app which can be loaded on their smart phones which syncs to their car. The car will have LED lights and sound effects which can be modified to suit the child's likes. There will also be educational games that teach the child basic programming.
m2kqpsemhoczt-AIRL-111-2,"A robo driver companion car will combine a racing car with an AI pet companion - this will simulate a pet like companion which can be trained by the child to perform tricks, to respond to voice commands and navigate different obstacles. This can be controlled using an app on their smartphone or computer. This will teach the child responsibilities in looking after a pet as well as enhance their technological abilities. Perfect for the families who love animals but are not able to have pets."
m2kqpsemhoczt-AIRL-111-3,"A circuit city builder which is a very unique toy which combines a model car with a computer simulation for urban planning and construction! This toy is perfect for all the children who wish to be engineers who love designing and creating cities. It can also be controlled via a computer or tablet where children can customise their cities with dofferent traffic flows, buildings and layputs."
m2kqpw8gos2q7-AINH-110-1,"Aqua Hover Racer - a lightweight, battery powered toy car designed for both land and water. it features inflatable wheels for land mobility and a retractable floating chassis for water. Equipped with a small propeller and a gyroscopic stabilizer, it moves smoothly on any surface. the racer's body is made from waterproof material, keeping it buoyant in water while its vibrant colours and sleek design excite children."
m2kqpw8gos2q7-AINH-110-2,"Floaty Dino Glider - a dinosaur shaped drone that flies in the air and can float on water when landed. it has soft, foam like material which keeps it buoyant. kids can remotely control it using a simple controller. the gliders wings are detachable and double as swim paddles, encouraging interactive play by combining flying with water based activities"
m2kqpw8gos2q7-AINH-110-3,"Water Skimmer buddy - this toy transforms from a pull along buggy to a floating raft. made from lightweight materials, the skimmer has inflatable pontoons and an adjustable steering system for direction control in water. it provides stability and safety for young explorers to push and navigate through pools or lakes, encouraging mobility on land and in water."
m2kqv3ruqyoqn-HMNL-113-1,"First idea is that you have a pram that can be converted into a car one that is for small children so that the idea is that when the child wants to can move around in the car, and then when gets tired can then be converted back to the pram. The boat element is to have the dials and steering wheel so that they can imagine that it can transform into a boat, but this cannot actually happen for safety reasons. However the pram is able to float."
m2kqv3ruqyoqn-HMNL-113-2,"2nd Idea there are two factions, the crimsons cars and the boisterous boats, its a toy design based upon characters in vehcicles, and they are constantly racing against each other in tracks which have been designed to accomodate both set of vehiclee. Think scaleletrixs but with a water element. In addition there is a more expensive advanced version where by you can make your own track around your house by setting up various cameras in your home."
m2kqv3ruqyoqn-HMNL-113-3,"A concept of the Micro machine, you have a big aircraft carrier which unpacks in to a big naval base with roads and various interactive elements such as defeces and blowing bridges a world within a boat"
m2kqw05sh27pi-HMNH-114-1,IDEA: FLAMINGO THAT CAN BE USED AS A DRESSING UP TOY THAT HAS STRAPS AND CAN BE USED AS A BOYANCY AID IN THE SWIMMING POOL. THERE WILL BE A DETACHABLE UNDER STRAP / PANTS THAT STOP THE CHILD FALLING OUT THE FLAMINGO WHEN THEY ARE IN THE WATER. FOR CHIOLDREN THAT ARE SCARRED OF WATER THIS IS GREAT TOY AS THEY WILL HAVE THE COMFORT BLANKET OF THE FLAMINGO WHEN IN THE WATER THIS SHOULD MAKE THEY NOT WORRY AND ENJOY THE WATER - COULD CREATE SIMILAR TOY BUT AS A DINOSUAR FOR A BOY
m2kqw05sh27pi-HMNH-114-2,"IDEA: DACHSUND PULL ALONG THAT IS WATER RESISTANT
KIDS LOVE PULLING ALONG TOYS AND THIS WOULD APPEAL TO PARENTS AS IT COULD BE MARKETED AS A MODERN DAY CLASSIC, PLUS INSTEAD OF BEING MADE FROM WOOD LIKE THE ORIGINAL THE NEW ONE IS MADE FROM RECYCLED SEA PLASTIC THAT FLOATS"
m2kqw05sh27pi-HMNH-114-3,"IDEA: IPAD COVER THAT SEALS THE DEVICE AND IS DROP PROOF, THE CHILD CAN USE THE DEVISE IN WATER AND IT ACTS AS A COVER AND SCREEN PROTRECTOR"
m2kqxof6dnbsi-HMRL-115-1,"A driving simulator where the computer is actively trying to sabotage the driver, so the child has to learn how to drive in adverse conditions where the car is fighting against their control to teach them the concept of defensive driving and what to do in emergencies early on."
m2kqxof6dnbsi-HMRL-115-2,"A computer that lets the child create and customize cars to their liking. It starts off simple and wacky, with fantastical elements. As the child becomes more familiar with the concept, the difficulty increases to incorporate real world physics and limitations - letting them test their creativity and understand engineering."
m2kqxof6dnbsi-HMRL-115-3,"A computer program that lets the kid be an overseer of a convoy of cars, managing logistics and sending cars throughout the simulated city. Various objectives and goals will be presented for managing the cars well - from maintenance to route planning."
m2kr124ifdy2x-AINH-118-1,The Aquarover is a toy that combines motability and floatability. Essentially it is a radio-controlled boat with wheels to give it mobility on water and land.
m2kr124ifdy2x-AINH-118-2,The Float Mobile explorer is a motor-powered amphibious vehicle made from plastic that has the hull of a boat to travel through water and wheels to travel on land.
m2kr124ifdy2x-AINH-118-3,"The Splash-sail car is essentially a boat with wheels. This allows it to float on the water, but be mobile in the water and on land."
m2kr1owy7c942-AIRL-119-1,Add a bluetooth receiver to the car. Turn the car into a remote controlled car using the computer as a controller.
m2kr1owy7c942-AIRL-119-2,Add music files onto the computer. Use the computer to design a lighting and projections sequence and use it to control the lighting inside the car. Add coloured light and lighting strips and even a projector with groovy patterns. Turn the car into a mobile disco.
m2kr1owy7c942-AIRL-119-3,"Add a movie projector into the car, attached to the computer. Play cartoons on the computer and project them onto the car windscreen to create a mobile movie theatre."
m2kr3x5fa8zii-AIRH-120-1,counting jump rope with built-in sensors to track each jump. the handgrips will have LED lights and be colorful and track each jump.
m2kr3x5fa8zii-AIRH-120-2,fetch and sprint toy. a compact launder that uses adjustable spring mechanisms to shoot small foam ball at varied distances.
m2kr3x5fa8zii-AIRH-120-3,"bounce and count wristband. a wearable toy that combines an elastic tether with a soft, lightweight ball. the wristbands features a built-in sensor and digital display. colorful LED lights on the wristband light up with every bounce."
m2kr7wqqysdpr-HMNL-121-1,Pool Racing Car is one of the design toy a child can play with combing car and boat. Kids will love playing with toys like this at home.
m2kr7wqqysdpr-HMNL-121-2,Spraying car is also an idea of the design toys a child can play with combing both car and boat. This is a simple idea toy and it can boost production.
m2kr7wqqysdpr-HMNL-121-3,Water car is another idea of the design toys a child can play with combining car and boat. Kids will love to play with this design and will improve production.
m2krbx56n3org-HMRL-123-1,A remote controlled car that has a built in tablet with it.  Kids can use the tablet to steer when racing and can also learn basic coding by programming the car for better navigation.
m2krbx56n3org-HMRL-123-2,"A toy car with a detachable computer module, the module allows kids to customize settings and also compete in virtual races with friends using Wi-Fi connectivity."
m2krbx56n3org-HMRL-123-3,A solar powered car with a computer interface for kids to learn about renewable energy by monitoring the car energy level and also climate change through the computer.
m2krc44diqjdn-HMRH-124-1,"A robot dog that performs tricks based on math questions. The robot dog asks a question that the child must answer. It then calculates the correct answer and if the child's answer matches the robot dog's correct answer, the robot dog performs a trick."
m2krc44diqjdn-HMRH-124-2,"A push cycle, like a tricycle, that calculated how many steps a child has taken for a certain period of time, and when the time is up, it asks the child how many steps (pushes) the child has taken. If the child get it right, the push cycle turns on an electric powered motor that let the child ride around (slowly) for a limited time award."
m2krc44diqjdn-HMRH-124-3,"A Pokémon like digital game that uses geolocation (limited to inside the home) to create a scavenger hunt where the child answers match questions to advance toward to goal, with each goal awarding a digital trophy that you collect."
m2krgvphzcdte-AINL-125-1,Together with AI we want to create a remote controlled named AquaCruise. The design will be a hybrid to car.
m2krgvphzcdte-AINL-125-2,"We are developed a toy car with sleek, aerodynamic shape with a vibrant color scheme featuring neon accents, appealing to children's sense of adventure."
m2krgvphzcdte-AINL-125-3,"The toy car comes with a controller with intuitive control, this will offer easy maneuverability featuring direction joysticks and a mode switch button for land and water."
m2krm4ubtvo0m-AINH-126-1,please design me a childrens toy for ages 5-11 that floats and can move around on its own like a robot and make it have voice command and make it like a transformer autobot
m2krm4ubtvo0m-AINH-126-2,"please create a childrens toy that is unisex for ages 5-11 that can swim, float, walk on land, talk, respond to voice commands and flies like a drone"
m2krm4ubtvo0m-AINH-126-3,"Transforma AquaTerra Bot, Animal Adventure Bots, Dolphine Dive Bot, Tiger Trail Bot, Chameleon Hover Bot, Dragonfly Drift Bot, Voice Commanded Sky Safari Animal Drone and Diver"
m2kroupiajoxe-AIRL-127-1,"The CleverCar Explorer: A fusion of a toy car and interactive computer, tailored for children aged 5 to 11. It is small, durable, customizable car with an onboardminii computer."
m2kroupiajoxe-AIRL-127-2,"Code and Drive Quest: It merges a virtual driving simulator with a physical toy car. Using a tablet or computer, children embark on mission based game where they solve puzzles by programming their car."
m2kroupiajoxe-AIRL-127-3,"Auto-Bot Builder: It combines a miniature car with customizable robotic featuures. It comes in a kit with interchangeable parts, incluuding wheels, sensors, and even small motors."
m2krre0v7esf8-HMNL-129-1,A toy car that that can go both in the water and on land like a jetski with wheels on it.
m2krre0v7esf8-HMNL-129-2,A hovercraft that when it goes on land has wheels that then turn it into a giant car that can drive.
m2krre0v7esf8-HMNL-129-3,A dune buggy that also has an outboard motor on it so that when you go into the water it turns it into a very fast boat that can hold up to two people.
m2krtnvcjl4ko-HMRL-131-1,Robot Rally Car: this is a toy that combines the use of racing car and a programmed robot to help children have fun and to improve their programming skills. It involves navigating through obstacles.
m2krtnvcjl4ko-HMRL-131-2,"Remote control Cars: this is a toy designed to be controlled by a remote. the remote will allow the car to move or race around the house. Without the remote, the car cannot move on its own."
m2krtnvcjl4ko-HMRL-131-3,Built-in Remote Car: this is a car that uses in-built batteries to move around. This will help to encourage creativity and motivates children.
m2kru73qhlxbk-HMNH-130-1,Use of plastic and metal for the wheels we can make floating animal figures with wheels kids can play with them on land like regular toys and also in water as  afloat for water play.
m2kru73qhlxbk-HMNH-130-2,Combine of plastic and polyester we can build a submarine car with wheels that can drive on land and also in water
m2kru73qhlxbk-HMNH-130-3,"Pirate ship making use of craft sticks, [plastic and a cloth to make the sails . The ship can move both on land and in water."
m2krx18vgzu5l-HMRH-132-1,compact toy to get a child moving. it will have a computation aspect to it but it will be as if it is not there.
m2krx18vgzu5l-HMRH-132-2,a theme around sports and spies. trying to trick the child into exercising and complex thinking at the same time.
m2krx18vgzu5l-HMRH-132-3,the computation can have modes where there are ranking with other kids and the missions get harder and harder as they progress.
m2krxie1v5a0c-AINL-133-1,"AeroSplash Racer: Dynamic hybrid vehicle seamlessly transitions between land and water with retractable aquatic fins and amphibious wheels, fueled by kid-powered propulsion."
m2krxie1v5a0c-AINL-133-2,"HydroWheels Adventure Cruiser: A dual-purpose vehicle designed with inflatable buoyancy, transforming from a sleek car to a nimble boat, powered through steering adjustments."
m2krxie1v5a0c-AINL-133-3,"WaveRunner Buggy: Primarily a car but equipped with water-resistant features, allowing it to splash through shallow pools and navigate the road with ease."
m2ks0g0nw1gtu-AIRH-136-1,I have come up with an idea that combines mobility and computation to help children have fun. This includes a  mat which is touch sensitive where children will be timed to press down the correct answer to a question that has been asked. Such as a mathematical question
m2ks0g0nw1gtu-AIRH-136-2,Another idea that i have is a pair of shoes which come with an app that allows the child to be able to meet their step goals and meet their favourite character on the app that wirelessly connect to the shoes
m2ks0g0nw1gtu-AIRH-136-3,Phone/tablet application which involves the history of the users town/ city that they live in and when they visit these places they are given badges on the app
m2ks1569zvrig-HMNL-137-1,"I would consider designing a car that floats on water, such that a child can play with it on the ground and in the swimming pool."
m2ks1569zvrig-HMNL-137-2,"I would consider designing a car that is shaped like a boat, such that it stays afloat when in water and uses wheels while on land. I would design a propeller engine at the rear base of the car."
m2ks1569zvrig-HMNL-137-3,"I would design a car with movable parts, the wheels move inwards and the space left is covered so that the car can float. Also, the engine should work both on land and in water."
m2ks3oiwl4k95-HMRL-139-1,"creating a rideable toy car with many of the same features of modern cars such as collision sensors, internal gps, and battery capacity readouts. this would help children become more familiar with these types of systems for when they are older and likely to drive vehicles with similar systems."
m2ks3oiwl4k95-HMRL-139-2,"A smart remote controlled car. By combining a computer with the remote controlled car, you could send real time updates to the controller connected with the car such as speed, range and battery capacity."
m2ks3oiwl4k95-HMRL-139-3,"An in depth racing simulator that allows the children to enter the cockpit of a modern racecar, but instead of having wheels or driving a real car, there is a computer screen embedded into the wind shield that gives the kids the same style view as a race car driver."
m2ks6p2vp4lbs-HMRH-140-1,"Mobility and computation works very similar, when it comes to science and data. Both enables many innovative and also transforms our daily lives"
m2ks6p2vp4lbs-HMRH-140-2,Mobility helps you to get some services and also resources such as applications and mobile devices to function very well
m2ks6p2vp4lbs-HMRH-140-3,"Computation helps to execute the instructions, which helps data to perform tasks and also enables and its operations including data and science stimulation"
m2ks7hdrix2yo-AINL-141-1,"An Aqua Cruiser, a hybrid toy that combines cars and boats into one. It's shaped like a sports car, features retractable wheels and buoyant, watertight bodywork that transforms into a high-speed motorboat. Children can steer the Aqua Cruiser on land with its smooth wheels and remote control, then engage the water mode at the touch of a button."
m2ks7hdrix2yo-AINL-141-2,"The Wave Racer Turbo, a two-in-one adventure toy merging the excitement of racing cars and speedboats. It features a convertible chassis that cleverly morphs from a sleek race car into a high-performance speedboat. The toy has quick-release mechanisms: the wheels fold up into slick pontoons for aquatic fun. In car mode, it zooms over diverse terrain with pull-back motor, while in boat mode, it glides across the water propelled by a wind-up jet propeller."
m2ks7hdrix2yo-AINL-141-3,"The Hydro Cruiser 4x4, a toy that combines the land-roving capabilities of a rugged SUV with the aquatic agility of a boat. The Hydro Cruiser boasts an engine-powered mechanism allowing it to navigate both terrains. Its four durable wheels retract upward when it transitions into water mode, activating the buoyant hull and concealed propellers. This transformation is facilitated by a dual-mode remote control that toggles between road and water functions."
m2ks811ugggsp-AINH-142-1,"floaty adventures kits
floaty adventure kits features inflatable rafts with wheels allowing children to transport float and play creativity encouraging mobility and floatability"
m2ks811ugggsp-AINH-142-2,"aquaglides
aqauaglider are inflatable sea creature toys that float on water and glide on land it promote mobility and floatability"
m2ks811ugggsp-AINH-142-3,"splashballon racers
splashballon racers are inflatable rolling water ballons that float and race on water enhancing mobility and floatability fun"
m2ks9scbirt9n-AIRH-144-1,"The Code & Catch Activity Set, a game that promotes highly active play while also teaching mobility and computational logic. At its core is a smart ball and set of colourful interactive activity cones. Each cone includes a built-in speaker and simple display, pre-programmed to provide challenges and commands that guide children through games that teach computational concepts such as sequences and logical flow."
m2ks9scbirt9n-AIRH-144-2,"The outdoor Quest Pathfinder a toy that blends outdoor play with computational learning. A rugged, weather-proof quest belt comes with GPS enabled quest tokens that can be scattered around a play area, creating a treasure map with pre-set objectives. These objectives teach logical flow and other computational ideas."
m2ks9scbirt9n-AIRH-144-3,"The Indoor Activity Circuit Pro an innovative toy that transforms the room into a learning gym focused on mobility and and computation. The set includes a cushioned, interactive floor tiles and an AI-powered Mission Orb, which gives tasks. The tiles are programmed to light up with different patterns and sequences, teaching computational concepts."
m2ksarvld8o8t-HMNH-146-1,Hydro-Hover- A floating hover board that can be operated by a remote and has directional and speed adjustments and travel through water while improving hand and eye coordination
m2ksarvld8o8t-HMNH-146-2,Aqua trekker- with this children can walk on water and explore the surfaces of pools and lakes with this wearable device that has built in wheels.
m2ksarvld8o8t-HMNH-146-3,"Submarine explorer- This transparent device is with a  manually propelled and submersible, which enabling children to explore under water environment"
m2ksg91f5mjy9-HMRL-147-1,The toy will include simple coding games that will allow children to program the car to navigate obstacles and also complete some specifics task.
m2ksg91f5mjy9-HMRL-147-2,This toy will allow multiple kids to connect and race or cooperate in challenges encouraging teamwork and social interactions .
m2ksg91f5mjy9-HMRL-147-3,"The toy features will includes some educational contents where the car can answer questions about math, science that means turning learning into fun activity."
m2ksh7rmn3flg-HMRH-148-1,So one idea for a toy would be to integrate a basketball with computation. Like maybe there's an app that it attaches to the ball that computes the trajectory of the basketball whether it misses or makes it through. And then sends the data to the app so the player can see like the miss and score rates. If they are overshooting or undershooting. It encourages the player to move since it would be super interesting to see the analytics of it since most people don't track it and its bothersome to anyways. You can see progress to which encourages more playing ball which is healthy.
m2ksh7rmn3flg-HMRH-148-2,Another idea is have like this toy robot that the parent can turn on for their baby that rolls to play hide and seek with it. It would would have cameras and compute like the distance the baby is from it and make some sounds to give the baby some hints. It helps encourage movement and exercise for babies.
m2ksh7rmn3flg-HMRH-148-3,"Another idea is to have an app on for kids that encourages exercise. It has a camera, computer vision and kind of do like wiifit kind of thing. It calculates the workout ativities for the kid and in a fun way through games like bowinling, jumping jacks, etc"
m2ksjrj6s2pqd-AINL-149-1,AquaRacerTranforable Vehicle- transforms from car to boat.  Offers exciting dual terrain experience.  Kids steer with a controller that switches between land and water modes.
m2ksjrj6s2pqd-AINL-149-2,"Splash Sprint Hydrocar- Interactive, modular car and boat hybrid.  Kids snap together to choose features.  It comes with various accessories."
m2ksjrj6s2pqd-AINL-149-3,WhizWave TurboCraft- car and boat hybrid that uses a magnetic snap technology to toggle between land and water terrains.  Has both rugged wheels and a buoyant hull.  Includes mini passengers.
m2ksl8yrvut00-AINH-150-1,A fish-shaped robot toy with a dual-hull structure. It will use water jets for propulsion and movement. It will have a waterproof speaker that allows it to play aquatic animal sounds.
m2ksl8yrvut00-AINH-150-2,"A sea lion shaped robotic toy that uses retractable legs to walk around, and puts them away to float. It will use water jets to move around on the water. It will be made of a water-resistant, reinforced polymer."
m2ksl8yrvut00-AINH-150-3,A dinosaur-shaped toy and uses flexible scales for flotation and has retractable wheels equipped with a balancing system to help it walk on land using a gear system. It will use it's tail to navigate in the water.
m2kspqjuassfc-AIRH-152-1,"In my first idea i actually asked for a product idea i would want, it is a common thing for PC users to have cold hands as they use thier prephirels. And the idea proposed sounds very effective and i would actually buy it if i could lol. It talks about a mousepad i can simply plug into a usb slot and control its temprature, that sounds perfect."
m2kspqjuassfc-AIRH-152-2,"Second idea sounds like a product that would go viral instantly, its hard for me decide aht sort of clothes i would want to buy, and this mirror/screen hybrid will use AR to track my body and fit clothes on me so i can save the trouble of actually physcially trying on these clothes and travelling to these sites to see how i look"
m2kspqjuassfc-AIRH-152-3,A toy that the AI robot recommended to me is the RoboSkate which sounds great. Its a RC skateboard that the teens can do simple programming to and control its movement. The fact it comes with an app to teach them how to do is great
m2kspqjuassfc-AIRH-152-4,"Another toy the AI recommended was the ArtBot rover, which is hoing to be small robot that is again programable by youb teens and it will allow thenm to control its and its arms movement to vreat art."
m2kspqjuassfc-AIRH-152-5,"Another toy it recommended was the TumbleTot express, which will be a ride on train the kids will be on, and they will press simple buttoms and dials that will let them choose the direction and speed of the train. It also allows them to control its sounds"
m2kspv5om6wje-HMNL-153-1,"The Duckmobile! A toy car that can be driven on land and in the water. perfectly sized for two children the Duckmobile seamlessly travels over grass, gravel, mud straight into lakes and other bodies of water"
m2kspv5om6wje-HMNL-153-2,"The Transformer: like the transforming toys of yesteryear this  completely functional toy motor car seats one person and converts into a boat at the flick of a switch! Ideal for holidays and trips to the lake, the Transformer gives you the best of both worlds"
m2kspv5om6wje-HMNL-153-3,The AquaCar: fun for all the family! this car/boat hybrid can be controlled directly from your smart phone. The AquaCar converts from car to boat at the touch of a button for hours of fun!
m2ksrlnomk8bc-HMRL-155-1,A robot - the main body of the car could be the computer and the base of the car and wheels could be its means of walking and moving. The computer could be programmed to make the robot move and carry out actions directed by the child.
m2ksrlnomk8bc-HMRL-155-2,A digger for moving and carrying objects. The computer would be the cab of the digger and the car seat could be used to put a figure in the cab and the wheels of the car would be its means of movement. The child could use the computer to move the digger and also use it to count the number of objects it lifts / moves around
m2ksrlnomk8bc-HMRL-155-3,a rocket - the rocket could be programmed by the computer to lift up and the wheels could then be revealed to turn the rocket into a moon walking machine so the toy would have a dual purpose
