uniqueIdeaIndex,idea
m2ky7okcqnegu-HMRH-244-1,"WALKING ENGINE MAN
THIS IS A MAN THAT LIKE TO WALK FOR HEALTH BENEFIT WITH PEOPLE AND HELPS PEOPLE TO STAY FIT WHILE TAKING THEM TO WALK."
m2ky7okcqnegu-HMRH-244-2,"SOLUTION MOVER
IT HAVE ABILITY TO PROVIDE SOLUTION TO PEOPLE AS FAST AS POSSIBLE NO MATTER HOW FAR YOU ARE FROM HIM."
m2ky7okcqnegu-HMRH-244-3,"JUMPING GURU
SHE IS A BEAUTIFUL PRINCESS THAT ALWAYS SAFE PEOPLE FROM HAZARD OR DANGEROUS SITUATIONS WITH FAST RESPONSE AND QUICK THINKING."
m2kywv3fe7rvg-AIRH-264-1,"RoboQuest: A customizable robot toy that children can assemble, program and send on adventurous missions around the house. With a companion app, kids set challenges, guide their robots using visual coding, and attempt to have the robot navigate different courses around the house."
m2kywv3fe7rvg-AIRH-264-2,"SmartRun Racetrack: A modular racetrack where kids build tracks and code cars using an interactive tablet app. They program racetrack layouts, time trials and obstacle courses, enhancing logical skills by optimizing race car speed and layout for the best lap time. Different tracks can be created around the house."
m2kywv3fe7rvg-AIRH-264-3,"Code & Cruise Boat: A sleek watercraft toy that children can program to sail across pools or bathtubs. By entering simple codes on a waterproof touch panel, kids navigate challenges, solve mazes and learn sequencing through aquatic exploration. They program the watercraft to navigate through obstacles or mazes."
m2kz7d6kaxx5j-HMRH-268-1,A remote controlled race car. This car can be controlled with a little remote attached to the car and can move to any direction that is inputed.
m2kz7d6kaxx5j-HMRH-268-2,An Electric Kite. This kite unlike the normal kites will come with an application that controls the distance it can travel and the patterns in which it can move.
m2kz7d6kaxx5j-HMRH-268-3,A Drone Transporter. This toy can be used by kids to move around freely without the danger of getting missing. It will be controlled with an app where its location can be monitored and destinations limited to a specific  geographical range
m2kzbef34eg2x-AIRH-272-1, Movable Tech would be the name of the toy. The idea is to make a toy which can move about but has the ability to do simple calculations withs children.
m2kzbef34eg2x-AIRH-272-2, Smart Compu would be the name of the toy. This idea is to produce a smart toy with the ability to move and help kids with simple maths.
m2kzbef34eg2x-AIRH-272-3,Compu Sprinter would be the name of the toy. The basic idea is to design a toy that can do general addition and subtraction by kids and at the same time can walk.
m2kzn2g6cugpm-AIRH-280-1,"A programmable mini robot car that children can customize and race, it uses a basic drag and drop coding interface on a connected app to teach computational thinking."
m2kzn2g6cugpm-AIRH-280-2,"A smart skateboard equipped with pressure sensors and small embedded screen. As kids ride, the screen displays challenges and math problems linked to their speed and movement."
m2kzn2g6cugpm-AIRH-280-3,"A light weight drone equipped with camera and AI based for mystery solving games, children program flight paths and use onboard clues to solve virtual mysteries"
m2l0bnapypzx5-AIRH-296-1,"Kinetic Maze Builder: A modular playset for creating moving mazes with motorized elements. Using a simplified digital interface, children design and test various maze configurations for remote-controlled balls. The set helps kids understand cause-and-effect, spatial reasoning, and basic coding logic by modifying speed and direction to solve creative maze challenges. This type of toy not only promotes active play but also nurture essential skills in computation thinking, and critical problem solving, and creativity."
m2l0bnapypzx5-AIRH-296-2,"Robo-Rover Coding Kit: A programmable robt car that encourages kids to learn coding by controlling its movement. Equipped with an intuitive app featuring drag-and-drop coding blocks, kids can send the rover on missions, explore different terrains, and learn basic robotics principles. The Robo-Rover also features customizable attachments for unique challenges and encourages problem-solving."
m2l0bnapypzx5-AIRH-296-3,"Sensor-Enhanced Drones: Lighweight drones with built-in senosrs that allow children to program flight paths and perform tricks. The intuitive companion app provides interactive puzzles and challenges. As children progress, they learn navigation and computational logic skills, while witnessing immediate actions from their codes via drone maneuvers."
m2l0fym75g4hi-HMRH-300-1,"A computerised handheled pet that can be programmed to perform tasks like a real pet. For example, a dog or cat. Perfect for children that live in pet free living accomodations or somewhere it is impractical to have a real pet."
m2l0fym75g4hi-HMRH-300-2,Car track - A game where you can make your own racecourses and race cars. Can be handheld to ensure mobility. Can use controls to design to your own liking.
m2l0fym75g4hi-HMRH-300-3,Interactive roller skates. Able to change the design of the roller skates whenever they want. Can follow an app to teach how to do tricks or to try and follow a course.
m2l0hgc88s4dz-AIRH-304-1,"This idea is called the Number Nudge Scooter and it would feature a Math Charge mechanism. Before being able to ride, kids must solve a set of math problems that appear on a  panel located on the handlebars. Solving a set of the problems correctly would charge the battery up giving up to 15 minutes of riding time. This educational approach would incentivize the child to do well on the math problems and get them engaged with learning before being rewarded with the mobility aspect of the toy. In addition, there could be bonus charge time awarded if the child does exceptionally well, answering all of the questions correctly."
m2l0hgc88s4dz-AIRH-304-2,"This idea would be called the Computation Kite, which essentially is a folded up kite, folded up many times, and children use an app or handheld device to solve math problems which progressively unlock the kite allowing it to unfold, section by section based on getting the correct answers."
m2l0hgc88s4dz-AIRH-304-3,"This concept would be called the TechnoTile Adventure Mat featuring a large grid like mat, place on the floor, with LED lights and painted adventure scenery featuring pathways and obstacles. Kids would solve math problems to propel themselves one step further along the grid until they reach the final/ending tile, which in a twist can move around the mat and is highlight by LED lights. The kids have to make it to the final spot before it moves again."
m2l0kp116l7vl-HMRH-308-1,"My first idea is a toy shaped like an icecream truck with enough space for a child to move around, similar to a mini house. In this icecream truck, there are compartments for the child to put various objects e.g. fake fruit and veg and a functional till so that the child can imagine having their own business."
m2l0kp116l7vl-HMRH-308-2,"My second idea is similar to tetris, there is a wooden square with tetris shapes included and a UI which randomises on select of a button to how the pieces should fit. The child has to place the tetris shapes in the selected order in order to 'win'."
m2l0kp116l7vl-HMRH-308-3,"My third idea is a computer animal, which comes with several different parts for customisation, for example, a child could make their animal have a circle bear head, a triangle tail and a star shaped body, or a star shaped head, as long as the pieces connect together, it can be made. The animal is similar to a furby, the child can teach it to talk and walk."
m2l0u2qdpmwy0-AIRH-312-1,"A computerised, AI game box that features bright colours, audio and visual instructions to facilitate a family game where the first person to bring back an item that matches the image/audio description on the box wins. The AI can visual match the brought back object to the criteria. Eg: colour based for young children (e.g: something blue) with increasing difficulty categories for older age groups (e.g.: something that's recyclable)."
m2l0u2qdpmwy0-AIRH-312-2,"An interactive robotic animal designed to educate children on pet care responsibilities through lifelike experiences. Integrates artificial intelligence and sensory technology to mimic real animal behaviours, characteristics and appearances. It requires regular activities such as walking and comes with an app to track health metric and happiness levels."
m2l0u2qdpmwy0-AIRH-312-3,"Robotic Terrain buggy, that has all-terrain wheels and can be navigated by children through an app and GPS to let them program the buggy to travel where they'd like to explore. Parental controls on the buggy allow them to set the radius the buggy can explore within. and it supports coding and exploration"
m2l12ymf2xd96-HMRH-316-1,Design a toy car that would have it's mobility and computation working hand in hand to enable autonomous vehicles to navigate complex environment
m2l12ymf2xd96-HMRH-316-2,"A super toy car that kids can control using a computer program to avoid obstacles and even perform fun tricks. It will blend the excitement of remote control cars with educational aspect of programming, offering a fun and interactive way for kids to learn mobility and computation."
m2l12ymf2xd96-HMRH-316-3,"A toy that would allow kids to customize car movement, speed and even create obstacle courses for it to navigate through"
m2l14q7pio3cw-AIRH-320-1,Robo-Adventure Scooter; can be ridden as expected but also used to code whilst zooming around. It has coding quests and LED-lit adventures. Perfect for those who want to both ride and learn.
m2l14q7pio3cw-AIRH-320-2,"Smart Ball Roller; which combines movement and problem solving through interactive play, by programming a ball to navigate mazes they build themselves. This helps children learn computational basics and encourages creativity and logical thinking."
m2l14q7pio3cw-AIRH-320-3,"Galactic Glider; a wearable jetpack which is controlled by kids' movements. It includes sound effects and an interactive console, where imaginative storytelling boosts young creative minds."
m2l14q7pio3cw-AIRH-320-4,Whizzy Wheels Rover; a remote controlled vehicle with snap-on attachments for limitless missions. It can be programmed via app challenges and carry out treasure hunts to obstacle courses.
m2l172b8o8c38-HMRH-324-1,An animatronic device that identifies what a child is holding or pointing to and describing that object in specific detail based on the age and perspicacity of the child.
m2l172b8o8c38-HMRH-324-2,"A gyroscopically stable skateboard that could help the child learn how to ride it without falling off by computing speed, angle, etc."
m2l172b8o8c38-HMRH-324-3,"A ball that could be programmed to return to whomever had thrown it, calculating the force and distance at which it was thrown so that a child could essentially play catch with themselves."
m2l1m5km8utdt-AIRH-328-1,"A small cute robot pet that children can program using tablet or smartphone. The robot can walk, dance and explore rooms based on simple commands like go forward, turn left or avoid obstacle children can challenge the robot with puzzles and mazes they design themselves , encouraging logical thinking while enhancing mobility and problem-solving skills"
m2l1m5km8utdt-AIRH-328-2,"Sneakers with built-in sensor and lights that children can program to react to movement. Kids can create games where different running patterns trigger light shows or sound effects, for example running a certain distance might play music, while jumping might change the color pattern. This combines physical activity with learning basic programming concepts."
m2l1m5km8utdt-AIRH-328-3,"A kid-friendly, handled drone that they can control and program to complete obstacle courses or fetch items. Children use a drag-and-drop coding interface to instruct the drone on where to fly, how high, or which stunts to perform. This enhances hand-eye coordination, spatial awareness, and early computational thinking."
m2l1ow3omjusk-HMRH-332-1,"A building block

This building block can help children with calculation and it could be in the form of a car. embedded with computation"
m2l1ow3omjusk-HMRH-332-2,A toy. This toy helps children by keeping them company when it's time to do homework or something. It could be embedded with teacher qualities.
m2l1ow3omjusk-HMRH-332-3,A graphic toy tab. Here we can design and watch videos for kids and it could have a mobile feature that can be detached.
m2m0l6j1a680r-AIRH-336-1,"I would design a robot vehicle that children could program and race.  It would feature a durable, customizable shell that kids can snap together in different ways."
m2m0l6j1a680r-AIRH-336-2,"Another idea would be a kid-friendly app icon into which children could drag and drop coded commands, controlling a racing robot for speed and agility."
m2m0l6j1a680r-AIRH-336-3,"A third idea would be an exploration dino-bot, which would combine dinosaurs with modern robotics and computation.  children would control it via a tablet or smart phone"
m2m0s09xe8i0t-HMRH-340-1,"a small wooden base with an integrated handle to hold when moving around. On the flat plane of the base is a built in simple calculator with large wooden buttons to make is easy for young children to use. It would also have a simple set of functions including plus, minus, multiply, divide and equals. a small screen would show these calculations."
m2m0s09xe8i0t-HMRH-340-2,A plastic hand held sized ball which contains a small machine which when shaken or thrown up will add on 1 number at a time to indicate how many throws have been completed.
m2m0s09xe8i0t-HMRH-340-3,"A small plastic formed animal shape which can be rolled on its wheels, when rolled it will click and add on measurements to show how far it has gone and compute distances. These will be shown on a small screen on the underside of the toy."
m2m0sy3yhhpk5-AIRH-344-1,"A ride-on toy car that a child can hop on to inside a maze, and if they need help they can press a button and the toy car will give them a hint or directions out of the maze"
m2m0sy3yhhpk5-AIRH-344-2,A toy robot puppy that can be directed to perform dog tricks and behaviours  by listening to a childs voice commands
m2m0sy3yhhpk5-AIRH-344-3,a toy frisbee with drone-like capabilities that will fly to whichever location or person the child directs it to go to. it can be directed back to the owner by voice command
m2m0z2il6ojk1-AIRH-352-1,"The toy is a remote-controlled car that needs an app to make it move. The instructions for its movement need to be inputted as a basic code that the child learns. In addition, there are interactive games within the setup, in which the child solves problems in order to unlock extra movement capabilities of the car (spinning, u-turns etc)"
m2m0z2il6ojk1-AIRH-352-2,"The toy is actually a computer-generated avatar set for a pop group. The music is pre-programmed, but the child has the opportunity to programme in dance moves and accompanying lighting effects. A series of problem-solving tasks (if successfully completed) unlock greater levels of sophistication the choreography of the avatars."
m2m0z2il6ojk1-AIRH-352-3,"The toy is a series of interlocking tiles, of different colours and shapes (and embossed numbers). The task is determined by a randomly-drawn card and involves creating a path, or a closed loop with particular attention to colour layout, tile shape, number patterns etc. This would be suitable for younger children and would enhance appreciation of sequences and shapes."
m2m1almzz431s-HMRH-356-1,"Building blocks that children can build an item , freeform or following directions and then program them to move or walk (like vehicle)."
m2m1almzz431s-HMRH-356-2,Robot creation and programming to do a certain task defined by a child or play a game with them. they could create their own games and rules to play with the robot
m2m1almzz431s-HMRH-356-3,A ball that they can program and control through a smartphone or simply upload info on how a ball should behave during a given game
m2m1miyl3e06w-HMRH-364-1,"A life-size board game (placed on a mat that takes up an entire room) that involves sitting children on little motorized stools (or they can operate them from afar), as well as a little control which includes a calculator. On the side of the game is the 'moderator' who holds another device which randomly selects a math problem for each turn. The goal of the game is to proceed along a specific path (similar to monopoly) until you get to the end point, upon which you receive a prize. However, unlike Monopoly, you don't move along the path by rolling the dice. Instead, players will only be able to move X places along the path if they use their little handheld machine to solve a problem/challenge."
m2m1miyl3e06w-HMRH-364-2,"A game or kit that gives children the tools to build their own movable robot. Children will configure their robot with specific commands / configure them to respond to sensors, so that their robot can eventually move around the room and respond to certain stimuli."
m2m1miyl3e06w-HMRH-364-3,"An AI-powered toy tractor that kids can sit in, similar to a normal child-life-size toy car, except it can interact with other toy tractors by the same manufacturer. If two siblings have the same tractor, they or their parents can program them to move along the same path, to avoid obstacles, to enter a 'racing mode' etc."
m2m1raaw4w6eo-AIRH-368-1,"Introducing the Mathosaurus where prehistoric adventure meets educational fun. This robotic dinosaur empowers young minds to master math through interactive engagement and mobility. Mathosaurus responds to voice commands to move around the room, do dance moves and emotes which are unlocked by solving math problems that increase in difficulty as the child learns.  Equipped with colourful LED displays and fun audio samples, Mathosaurus is more than a toy, its a prehistoric companion to your child's educational adventure."
m2m1raaw4w6eo-AIRH-368-2,"Introducing the Adventure Scooter. This outdoor scooter comes with an innovative interface with built in GPS that allows your child to plan out adventures in the local neighbourhood by calculating the route of an adventure. The interface also provides the child with fun activities during the route such as discovering places of interest, scavenger hunts, quizzes and information about how far they have gone, and how long it will take to get home. The scooter can also be tracked from your own mobile phone, so you will always know where your child is. An ideal addition to a family holiday or when visiting a new location."
m2m1raaw4w6eo-AIRH-368-3,"The Hero Glove is a n engaging toy that merges active play, imagination and introductory coding education all wrapped in a superhero theme. The glove has embedded motion sensors that you can program with a mobile app to activate LED lights and sound effects. Children can customise the glove to perform unique combinations of effects to create their own superhero. Specific actions such as punches, raised fist, pointing, waving and wiggling of the fingers can all be programmed individually. Develops a child's knowledge of simple coding while expanding their imaginations."
m2m1woef3ppa7-HMRH-372-1,Design a car that can be driven by the child. With various safety measures attached. It contains a lot advanced features
m2m1woef3ppa7-HMRH-372-2,Design a toy for a child that has the skills of solving and working math problem but designed in such a way that it is very portable
m2m1woef3ppa7-HMRH-372-3,Generate an artifact that a child can play with and has various functions like computing and solving problems. It is very friendly
m2m23zudb8vvj-AIRH-376-1,puzzle that combines physical and virtual elements. it comes with a controller that help move the puzzles  and sensors(LED and beeps) that provide instant feedback.
m2m23zudb8vvj-AIRH-376-2,LEGO kit that builds moving robots using small motor pieces and colorful blocks that connect via blutooth. an easy-to-learn programme tool on the app is used.
m2m23zudb8vvj-AIRH-376-3,A car that includes an onboard touch screen where kids can input using a drag-and-drop-code. parents can  set the toy to limit play area  and ensure safety.
m2m2guuuecvru-AIRH-384-1,Treasure hunt adventure watch for kids. The adventure watch allows kids to become active while having fun while searching for a treasure within the safety of their vicinity. The treasure and map will be inputed into the watch by parent/guardians.
m2m2guuuecvru-AIRH-384-2,"Digital handheld gaming device focused on algebra. This device allows children to learn on the go (e.g. in the car, at home, ect), in an interactive game. The game presents fun challenges and rewards."
m2m2guuuecvru-AIRH-384-3,Digital art book with numbers. Children learn about numbers while designing an image. The image will be made up of numbers.
m2m2y1pr91kp5-AIRH-392-1,"Robo Rover: A smart programmable rover toy designed for young explorers. The Rover can navigate through obstacles, making it perfect for both indoor and outdoor adventures."
m2m2y1pr91kp5-AIRH-392-2,"Puzzle Bots: This is a customisable robotic toy that challenges kids to solve puzzles to unlock new features and capabilities. Each puzzle bot comes with detachable, interlocking pieces"
m2m2y1pr91kp5-AIRH-392-3,Interactive Dance Mat: This integrates mobility and computing by encouraging children to step on light-up pads to follow interactive games and dance challenges on a screen
m2m37df8xqe6d-HMRH-396-1,"i would like to build a toy with the various means of transportation the sound the make, their mode of movement, what powers them, were they are being stationed and how many persons they can carry and who moves them."
m2m37df8xqe6d-HMRH-396-2,i would design a wooden nicely carved car with wiles and motor just like the real cars that moves around with just two seats one for the driver and an extra person. for moving around the compound.
m2m37df8xqe6d-HMRH-396-3,"will be a design of a locomotive trainlike design of car moving around on it tracks like that of a tanker for war,"
m2m3bivu6pzxk-AIRH-400-1,"the first idea is the Mathsquest Adventure Mat, a fusion of physical activity and dexterity and computational challenge. Various zones of the mat host distinct mathematical quests, and children must hop and skip between zones uncovering QR codes that can be scanned through an accompanying app. The app will provide them with maths puzzles of increasing difficulty, the solving of which allows them to move to the next zone. Each maths quest involves a step in a fantasy journey told through the app as the child progresses through the game."
m2m3bivu6pzxk-AIRH-400-2,"The second idea is Ninja Quest, a ninja themed quest based around a set of colourful, interlocking foam tiles designed as a dojo training ground. Each tile features numbers and symbols which children can arrange to form paths or circuits that correspond to maths challenges. The children act as ninjas, leaping from tile to tile solving puzzles. The game comes with a timer and scoring device, and players can compete against their friends to complete their training before their time expires."
m2m3bivu6pzxk-AIRH-400-3,"This is an escape room themed game called The Enchanted Castle, children competing against each other in real time to escape the charming imaginary castle using mobility and maths skills. A large mat is divided into rooms, each featuring a mini-puzzle. Players must maneuver around the mat, solving mathematical equations or riddles activated by sensors under specific tiles. The tiles light up and make noise when stepped on. Players attempt to complete the puzzles first, competing against a timer in a companion app, which also sets the challenges. The app has customisable difficulty levels, allowing childhood development as they grow and learn. Each question offers whimsical storylines and clues, making each playthrough unique and engaging."
m2m3iqkadmn9o-HMRH-404-1,A stacking block set - The toy is a collection of blocks (made of wood) and they are numbered in a particular order. The objective of the game is to stack the blocks in a pattern that orders the numbers in a certain way (decided by the roll of a die) without the stack falling. The game would develop fine motor skills and numerical ability of the child.
m2m3iqkadmn9o-HMRH-404-2,"An abacus mat - This is basically an abacus but made into a mat corresponding to the same colors/rows in an abacus. I got this idea, as we become a more digital society, kids specially loose touch of how simple math problems are solved in the mind (rather than using a calculator). So a toy like this would enable solving math problems (maybe problems can be listed in an accompanying book with this toy) using the toy which will help developing their mobility and computational skills. They would need to move blocks of the mat into corresponding places, rearrange them and count to get the answer to the problem they are solving."
m2m3iqkadmn9o-HMRH-404-3,"A digital skipping rope - To the handle of the skipping rope, a digital screen is implemented. It is connected to a phone app which a parent can operate. The app will enable tracking of jumps, set a target number of jumps to achieve and keep track of previous performance. This type of tool will help mobility across all muscle groups, cardiovascular health and basic time related mathematical computational skills."
m2m3n1jlnkdxq-AIRH-408-1,explore car. a remote controlled car embedded with sensors and an on board computer that allows it to navigate through obstacles
m2m3n1jlnkdxq-AIRH-408-2,"DinoBot adventure. a dinosaur themed robot equipped with wheels for mobility and interactive features like motion detection that also provides interacttive story telling through embedded speakers, encabling children to engage"
m2m3n1jlnkdxq-AIRH-408-3,a magical maze cube.a dynamic puzzle that changes its internal configuaration through movementthe toy nurtures the kids critical thinking skills s.
m2m3w9jktudfl-HMRH-412-1,"MoveIt - A handheld toy with a wrist band to secure to a child's wrist that counts out loud in a pleasant voice how many steps the child is taking and that gives directions such as now turn left, skip 3 times, go backwards 2 steps. It would also give warnings before instructions first such look behind you and do not leave your yard and actually have a sensor that would detect leaving a designated area. At the end it would give compliments re how many steps the child took and how active they were."
m2m3w9jktudfl-HMRH-412-2,Shop With Me - a toy that can be taken to the grocery store and calculates the cost of items by entering the price one by one and then at the end adds up to a total amount. It teaches budgeting and awareness of how much things cost.
m2m3w9jktudfl-HMRH-412-3,"Math Challenger - a toy that can be taken anywhere and programmed to a specific age/study level. When wanted, the device will provide a math problem that the child will have to solve in order to get to the next level. Not only will the child have to solve the math problem but they will also need to perform a certain activity like 5 jumping jacks before moving on."
m2m489a5retjf-AIRH-416-1,"The Robo-Skater Bot, a playful, interactive toy for children aged 5-11. This toy combines mobility with computation. Robo-Skater Bot is a programmable, remote-controlled skating robot. Children use a simple, app-based interface on tablets or smartphones to command the bot. They can program basic movements like forward, backward, spins, and even custom-designed dance routines."
m2m489a5retjf-AIRH-416-2,"The Smart Adventure Cube is a dynamic, educational game for children aged 5-11. Each face of the cube features sensors and displays various puzzles or challenges, including math games, logic riddles, and memory tests. Children interact with the cube by flipping, shaking, or tilting it to solve challenges."
m2m489a5retjf-AIRH-416-3,"The Jazzy Jump Bot is a agile robot equipped with spring-loaded limbs and wheels, allowing it to jump, spin, and dance at the command of young users (age 5-11). Children use an interactive tablet app to program the bot's movements in routines that challenge their creativity and problem-solving skills."
m2m4cdo7394d9-HMRH-420-1,PLAYPAL IS A MOBILE INTERRACTIVE AND COMPUTATION TOY THAT ENCURAGE CHILDREN TO ENGAGE IN PHYSICAL ACTIVITES WHILE LEARN ING THROUGH
m2m4cdo7394d9-HMRH-420-2,"ROLLBOT IS A MOBILE, INTERACTIVE AND COMPUTATION ROBOT THAT ENCOURAGE CHILDREN TO ENGAGE IN PHYSICAL  ACTIVITIES WHILE LEARNING PROGRAMMING CONCEPTS"
m2m4cdo7394d9-HMRH-420-3,"SPARKLE SCOOTER IS A MOBILE, INTERRACTIVE AND COMPUTATIONA SCOOTER THAT ENCOURAGE CHILDREN TO ENGAGE IN PHYSICAL ACTIVITIES WHILE LEARNING ABOUT SCIENCE AND TECHNOLOGY"
m2m4l5nz6s227-HMRH-428-1,"RoboMorph: A shape shifting robot toy, that can transform into different animals. this is made possible by using AI powered modules and sensor activated wheels."
m2m4l5nz6s227-HMRH-428-2,"CodeCopter: A Flying drone with interchangeable computational blocks, that allow the Kids to create flight patterns and games by using visual coding language."
m2m4l5nz6s227-HMRH-428-3,PixelGo Kart: This Toy has a self balancing go kart which has a programmable LED strips and sensor to detect obstacles.
m2m4xkoii100d-HMRH-436-1,a toy that can move and dance only when the child inputs a correct answer and the child then get to control the movement once he gets it correct
m2m4xkoii100d-HMRH-436-2,"math bot
it will be a bot that moves around in a play ground or place. and kids or children have to solve simple or basic math problems and once he gets it correct which make the robot move and he gets another one which will help blend mobility and interactive learning"
m2m4xkoii100d-HMRH-436-3,a toy car that requires children to get the answer correct through a simple mobile app and the car follows a specific path
m2m52gtybu6ux-AIRH-440-1,"a floor mat, that looks a bit like a hop scotch, but its not sequential numbers - i.e. its start with 1, but then maybe next number is like 8 etc... and the pad are pressure senstive and the child has to get over to the correct pressure pad in the counting sequence, by moving there. Its also timed how fast they move - so they will get faster at the game, when they start they will crawl - but eventually they will run to the right answers"
m2m52gtybu6ux-AIRH-440-2,"attach a foam roller to the childs shoes - to make walking more challenging ad help improve the child balance... to add a computational element to this toy - they also need to roll towards a pool a plastic fruit objects and put into groups bananas or apples etc - if they fall over, then all the gorup of fruit get reset. So they should fall over, and should how to group fruit properly."
m2m52gtybu6ux-AIRH-440-3,"to help child learn about nutrition and construction - they must begin the game by walking to cheese preparation area - i.e. a kitchen - and demanding that a adult cuts some cheese into small cubes. Once the cheese cubes have created - the child must then use its dexterity to push to bits of cheese into some play dough. caramel can be used a glue. this now represent a single cheese scone, with sweet twist. The child must then build a tower - in the shape of daiylea cow from the advert, which of course is advert for a soft cheese featuring a cow - so yes, make a tower shaped like a cow, out of the caramel/cheese/playdough scones which they create. The computational element is that higher scores are given for building a cheese scone cow in as few scones as possible. The adults decides if the structure is suitably cow-like enough and worth of points."
m2m5gfv66hx1f-HMRH-444-1,"Imagine a Rubix cube but for little mathematicians. Instead of matching the colors on each side, you move the tiles to match the numbers to add up to 100. Only 3 numbers on each side will match up to a hundred and if you make a mistake, just like with the Rubix cube it messes with the other sides."
m2m5gfv66hx1f-HMRH-444-2,"Imagine a math robot who only moves when you answer the computation problems correctly. It has several types of computation problems to choose from, addition, subtraction, algorithms, etc. Fun for all ages, but especially fun for those STEM minded kids who love robotics!"
m2m5gfv66hx1f-HMRH-444-3,Japanese sushi night! Teach little ones there numbers by creating a fun magnetic game board in the shape of a bento box covered in sushi pieces that all represent numbers from 0-10. Each game board piece is a different number in the shape of a piece of sushi. The game board comes with chopsticks for picking up the sushi number pieces and moving them to their correct spot on the bento box game board.
m2m5ly1smh57y-AIRH-448-1,"A Number Paddle Bike: A Bike that allows children riding to be able to learn number counting. The number also determines the speed at which the Bike will go. The higher the numbers, the higher the speed."
m2m5ly1smh57y-AIRH-448-2,A Count Bounce Ball: A ball that would only bounce or roll when a child reads letters of the Alphabet or count numbers. The Ball is voice activated and only moves on alphabet reading or number counting.
m2m5ly1smh57y-AIRH-448-3,A Smart Skates: A skating board that fuses mobility with computation. It allows the Skates to be equipped with sensors that also connects to an app. The App introduces children to basic coding concepts and also lets them have fun.
m2m5ogme5x757-HMRH-452-1,A children sized toy car/scooter with an eight ball in it that can answer any simple mathematical questions as well.
m2m5ogme5x757-HMRH-452-2,An android robot doll that can move on tires and has a AI assistant to compute data given by the child.
m2m5ogme5x757-HMRH-452-3,A frisbee/boomerang that can move as a drone with AI assistant you can communicate with that has a tracker or smart device on the child to track and report vitals.
m2m5yg8kyp0bg-HMRH-460-1,"Mobility Explorer is a toy that is interactive, it combines coding languages or apps with mobile base, enhancing computational learning and active play"
m2m5yg8kyp0bg-HMRH-460-2,A dance mat is another colourful toy mat that teaches children coding concepts using rhythmic movement. they must assemble dance sequences using simple one time commands displayed on screen
m2m5yg8kyp0bg-HMRH-460-3,build your choice. this is another construction toy that allows children to program their own desired vehicles by putting scattered pieces together
m2m6502ymtjp2-AIRH-464-1,Robo-quest runner: A mobile robot with accompanying tools to create obstacle courses which that children can program to navigate the obstacle courses. The robot has sensors to detect objects and avoid collisions. Kids use an accompanying tablet to input coding sequences which the robot executes to encourage physical thinking and computational thinking. The robot can be customised and also has a voice interface and you can unlock  pre-set dance routines to celebrate finishing an obstacle course. You can also make courses created by others and challenge other robots.
m2m6502ymtjp2-AIRH-464-2,"AI-buddy ball: A smart basketball that incorporates sensors and voice interface with built-in speakers. The ball sets dribbling and passing challenges that adapt to the child's skill levels. Through an app, it tracks progress and provides computational games during breaks to unlock new levels and challenges."
m2m6502ymtjp2-AIRH-464-3,Geo-explorer wagon - A motorised wagon that engages kids in geographical treasure hunts. It includes a built-in tablet to answer geography and maths-based questions which reveal the clue for the next location. Solving the problems propels the wagon to the next waypoint and it can be customised according to where the child plays.
m2m6fx0h6did3-HMRH-468-1,"Scoot away is a remote control three wheeled scooter that gets activated if the child successfully solves basic addition of fruit designs. For example, on the screen panel, there will be one banana being added to another banana and the child must be able to input two bananas to activate the wheels. For this, the child will be learning and having a safety lock at the same time."
m2m6fx0h6did3-HMRH-468-2,"Rollerstomps is a concept name for rollerblades with retractable wheels that could only be activated if the user is able to stomp the right number that the blades want. Once successfully worn, the shoes will speak and ask a question regarding math and the user must correctly stomp the right answer for the wheels to be used."
m2m6fx0h6did3-HMRH-468-3,Wheelon is a concept name for shoes with a calculator on the tongue of it instead of laces and the user can a number to tighten the shoes instead of tying it.
m2m6mu66h4ds5-AIRH-472-1,"Smart Exlorer Bot. A toy that combines mobility and computation to enhance learning and fun. Equipped with a mini computer, the EXPLORER BOT can be programmed via a user friendly app to perform tasks"
m2m6mu66h4ds5-AIRH-472-2,Code & Roll Racer: this sleek aerodynamic vehicle comes with built in sensors allowing children to program its speed and direction through drag and drop coding blocks
m2m6mu66h4ds5-AIRH-472-3,"RoboPet: This unique robotic pet moves like lifelike gestures, thanks to series of carefully calibrated motors and wheels. children can program their RoboPet using very simple coding interface on a tablet."
m2q8w0r5yul4k-HMRH-484-1,Tablet speller. Learn the basics for your child to start at a young age. A fun way to get a headstart in life.
m2q8w0r5yul4k-HMRH-484-2,Speed and touch - hand eye corodination to teach your child - patience and awareness. Sharpen up their motor skills.
m2q8w0r5yul4k-HMRH-484-3,"Melodic sound test - testing scales, harmonies and basic musicalilty undersstanding. The best way to get your child into music by testing daily to understand and learn."
m2q8z0h73hbro-AIRH-488-1,a robot - children can learn how to put a model together (computation) and learn about mobility from the hinges and ways it moves. it has different sheets of terrain to move across which teaches them different ways movement can be impacted
m2q8z0h73hbro-AIRH-488-2,a simpler version of the robot - going back to basics with simple building blocks similar to train sets - children get to plan out routes and signals which will dictate how fast and which direction the vehicles can travel in
m2q8z0h73hbro-AIRH-488-3,a maze - children have to build a maze around a ball and the goal is to get it out - this teaches them computation to ensure the maze does allow the ball to get out and mobility to actually get the ball out after it has been built.
