uniqueIdeaIndex,idea
m2kwcueqll85n-AINL-221-1,"let us make a toy car with a few factors. It must be in rectangular shape, and it must have 4 tires"
m2kwcueqll85n-AINL-221-2,Let us also create a toy boat that will have an oval shape and also a remote to control it
m2kwcueqll85n-AINL-221-3,"the care must be made of two different colors, featuring, red and green, the interior will be red and the exterior will be green"
m2kwcueqll85n-AINL-221-4,"the car will have two colors as well, black and white, the interior will be black and the exterior will be white"
m2kwp624e0mtv-HMNL-225-1,"The WaterMobile toy combines the look of a standard car with the buoyancy of a boat. The is achieved by having special flotation devices under the car and within the wheels themselves. Instead of the wheels being positioned like a standard car, they are instead rotated outward so that the wheels are laying flat against the water. The WaterCraft may be driven normally and manually converted to it's boat mode when needed."
m2kwp624e0mtv-HMNL-225-2,"The AutoSail toy combines the look of a traditional sail boat with the features of a car. The AutoSail has wheels for play outside the water with its sailed tucked into a compartment. And when the water is reached, the functional sails can be assembled for use in practically any body of water."
m2kwp624e0mtv-HMNL-225-3,"The AquaCraft is a toy that looks mostly like a standard car, but has an on-land mode and a water mode. When on land, the toy operates as any standard RC car, and when in water mode, the car is able to be controlled like a boat. The AutoCraft has a waterproof engine that helps to propel the toy, and instead of standard rudders, each pairs of tires will help to steer the toy."
m2kwx25q5bdmk-AINL-229-1,"Splash Rover Racer  This vehicle boast of all terrain capabilities, moving seamlessly from driveway to swimming pool. It is rugged, waterproof design ensures durability that allows it transform the car into a stable water racer. Kids can steer their way through land using a joystick the use a built in wind vane to navigate when on water. It will be equipped with exhilarating features such as built in splash cannons for friendly water battles. it engages imagination and action packed play as kids race their vehicles in exciting adventure scenarios."
m2kwx25q5bdmk-AINL-229-2,"AquaTrack Transformer  The AquaTrack Transformer is a dual-function vehicle that shifts seamlessly from car mode to boat mode. Children can drive it across the playground and it can also transform into a boat with detachable pontoons and propellers for bathtub or pool play. The toy would come with remote control capabilities, allowing dynamic change between car and boat forms. It would have customizable stickers for children to personalize it, this helps them become creative and imaginative while at it."
m2kwx25q5bdmk-AINL-229-3,"HydroDrive Adventure Set  The set would feature modular parts that lets kids build either a car or boat using their own creative imagination thereby promoting creativity and problem-solving abilities while having fun. The set would include sturdy wheels, attachable pontoons and a compact detachable sail for water adventures. The set would also come with a challenge cards that encourages different constructions and configurations for submarine cars, speedboat racer etc. It will also have glow-in-dark elements to make it exciting for children as they take it through different lighting scenarios."
m2kxcckozq0y7-HMNL-233-1,You could combine a car and a boat and make a remote control boat and car toy that can both float around in the pool and drive around the yard
m2kxcckozq0y7-HMNL-233-2,"You could make a building block style toy where the child could put a toy together and the toy could be a combo car and boat, such as like the German Volkswagen Schwimmwagen, which existed in real life, and it was a car that could drive through water also."
m2kxcckozq0y7-HMNL-233-3,"You could have a drawing set that is designed to allow the child to color inside the lines and the coloring book could have a picture of a car and a boat that is combined together, like the Volkswagen Schwimmwagen"
m2kxwokake7k9-HMNL-241-1,Please design an amphibious toy with no motor than can transverse between land and see. It would be cool if it was ridable by children as well
m2kxwokake7k9-HMNL-241-2,"Please design a hybrid car and boat toy, where the upper is like a car an the bottom area is like a boat. So like an upper that has a hood and enclosed cab and windows but the smoothness of a boat."
m2kxwokake7k9-HMNL-241-3,"Please design an ugly monstous car and boat hybrid toy, with the steering wheel shaped like on those old pirate wheels and make it have a sail and oars and stuff, but also make it have wheels somehow and rearview mirros"
m2ky7v1pqdsj2-AINL-245-1,"Mega cruiser, this toy combines four cars that when put together, so slot together will create a big yacht style cruiser"
m2ky7v1pqdsj2-AINL-245-2,A remote controlled vehicle so on land its car but you can drive it into the water and as soon as its loses the wheels on the ground it will automcatically transform more into a boat with a motor that will propel the boat
m2ky7v1pqdsj2-AINL-245-3,A remote control hover vehical that can travel on land and on water without the child having to change it
m2kydd2wjowhj-HMNL-249-1,"The is a remote controlled car toy that can transform into a boat, so it's wheels can flip inside and turn the bottom of the toy into a boat hull that can float in water. By the press of a button the car's wheels flip inside, and tucked inside is a motor that can allow the boat to move and steer using the remote control."
m2kydd2wjowhj-HMNL-249-2,A construction type of toy that allows the child build either a car or a boat using the material available. It should be easy to transform from car to boat and allow the child have fun designing the unique elements of each.
m2kydd2wjowhj-HMNL-249-3,A toy boat which has the ability to store multiple cars on the back of the boat. A slide can be built on the back of the boat that the cars can use and the child can use the ejector button for the car to travel through the slide.
m2kyoskr6dcwz-HMNL-257-1,"A huge climbing frame combining half a car and half a boat with a decked area like a boat & lookout post & sail foghorn and the car should have seats, a steering wheel and horn"
m2kyoskr6dcwz-HMNL-257-2,A virtual reality game where you can selecr to be in either a car or a boat and choose different roads/tracks or rivers to be driving on or sailing in.  White water rapids or a waterfall where you go over the edge or  a race track where you race with your friends
m2kyoskr6dcwz-HMNL-257-3,A lifesize boat that children can actually go on and explore everywhere on the boat and dress up pretend to be characters on  a boat such as a captain or a sailor or a passenger
m2kyti1pmlz7x-AINL-261-1,I need boat car that is electric powered and self driving with space that looks just like a car but very functional too like a boat
m2kyti1pmlz7x-AINL-261-2,It should be like a cartoon character that attracts the children and makes them interested in this double engined Car-boat
m2kyti1pmlz7x-AINL-261-3,The splashy sailor seal is a charming and functional cartoon character designed to enthrall young audiences. Splashy is delightful seal. Turbo turtle a colourful and dynamic cartoon character designed to captivate children's imagination.. Turbo is a cheerful Car-boat
m2kz7crup2pz5-AINL-269-1,Aqua paint synthesiser engages children in an art-based science experiment allowing them to create vibrant aquatic and land patterns . On solid surfaces it rolls and leaves trails like a car and in the water it disperses harmless colourful pigments into beautiful trails.
m2kz7crup2pz5-AINL-269-2,Tidal Trek Hovercraft - A model merging drone and toy car tech enabling hover transitions. On land it's a sports coupe and in the water propulsion fans create lift-over- water surfaces
m2kz7crup2pz5-AINL-269-3,"Bubble arch rider- A transparent polycarbonate vehicle filled with water resistant mechanisms. On land it's an inflated arch rolling like a giant hoop, it water it serves aa a boyant, see through sumbarine"
m2kzcscun7ajc-HMNL-273-1,"make a car in the shape of a box with four tires, it has to be black in color only"
m2kzcscun7ajc-HMNL-273-2,"mare a boat in form of an oval shape, it has to be a toy with two colors only, white and black"
m2kzcscun7ajc-HMNL-273-3,make the car and the boat small enough for a kid of 4 years old to be able to play with it
m2kzcscun7ajc-HMNL-273-4,"if the car is as of the same size as the boat, it should have 4 doors that can be opened and closed as well"
m2kzihhys21m1-AINL-277-1,"The AquaCruiser toy to help autistic children become comfortable with swimming and water activities. Sometimes autistic children are mesmerized with wheels, but afraid of water, so this toy would be a gateway to becoming comfortable with water sports."
m2kzihhys21m1-AINL-277-2,"The AquaRacer, combination boat and car toy with LED lights so children can race cars under water and at night."
m2kzihhys21m1-AINL-277-3,"The SeaRoad Cruiser, a ride-on toy that children can use both in the water and on land. It would be made of plastic and it would have both wheels and pontoons."
m2kzo3gry4sg7-HMNL-281-1,"MUDRUNNER- a small remote vehicle that can travel on both land and water, small yet powerful electric engine allows it to gain high speeds on land, just by switching wheels to propellers it can transform into a boat. Due to it's light weight it also floats on surface."
m2kzo3gry4sg7-HMNL-281-2,"Hydrocar- a pedal car suited for 2 children, when driven into water floats, becoming a boat. It is a fun toy that helps childern stay active."
m2kzo3gry4sg7-HMNL-281-3,"Bocar- a small hot wheel like toy, that looks like car from the top, and like a boat from the underside, it lets children have fun creating various scenarios for funtime."
m2kzo3gry4sg7-HMNL-281-4,"surfboard- a surfboard created from hard foam, that hardens when dry, then you can attach wheels to act as a skateboard."
m2kzsg6e23cpq-AINL-285-1,"A creative idea for a toy car is the 'Mini safari explorer'. This battery-powered, jeep-style ride-on vehicle is designed for adventurous children children."
m2kzsg6e23cpq-AINL-285-2,"Introducing the 'Eco racer'. This innovatively designed toy car encourages environmental awareness among children, the eco racer is solar powered, featuring a compact photovoltaic panel on its roof that energizes a small, quite engine."
m2kzsg6e23cpq-AINL-285-3,"Introducing the 'High seas adventure ship', a captivating toy for children aged 5-11 designed to spark imagination and exploration. This miniaturized sailboat features a colorful, removable canopy sail and a durable, child-safe plastic hull that float effortlessly."
m2l0d8llovsre-HMNL-297-1,"a motorized combination of a car and boat. The top will be the car, but the bottom will be the boat and it can float on water. If on land, there will be 4 small flaps that can be opened and tires can be popped in so that it can move on land."
m2l0d8llovsre-HMNL-297-2,a boat that acts like a barge and can place a car on top and can be placed in water to act like a ferry.
m2l0d8llovsre-HMNL-297-3,A car toy with a hitch or trailer that can pull a boat behind it. The boat will work on the water and the car on land and be played with seperately or together.
m2l0fv7e9rgdt-AINL-301-1,the toy car transform into a boat upon submersion into water. Featuring wheels that retract and propellers that engage in its aquatic
m2l0fv7e9rgdt-AINL-301-2,"A two-part playset, with a toy car that docks into floating garage. the garage resembles a floating docks and offers storage and lauching capabilities."
m2l0fv7e9rgdt-AINL-301-3,"An adventurous racetrack set merging elements of land and water racing. The toy car zooms down ramps, hit a water section"
m2l0hk8ch4e9t-HMNL-305-1,An all-terrain vehicle called the amphibian this is a remote control vehicle cappable of handling any rugged terrain. Its boyuant six wheels also act as floatation devices that can propel the vehicle over land or water. Its wide base prevents flipping over in the water.
m2l0hk8ch4e9t-HMNL-305-2,"A ridable powerwheels car that the kids can drive. Works like a regular powerwheels car, but can add an inflatible ring that attaches to the outside of the car. adding a propeller to the drive train can convert from a car to a boat."
m2l0hk8ch4e9t-HMNL-305-3,"A nautical themed car seat put your kids in the captians chair. The carseat is designed to put your kid at the helm of the car trip, complete with a pretend throttle, a navigation system and aft storage for the kids favorite activities. While you are navigating the road, let the captains car seat navigate your childs imagination."
m2l1439fqol2y-AINL-317-1,"Floating Rescue Car: This toy transforms into a rescue boat, perfect for outdoor adventures. It encourages role playing for kids."
m2l1439fqol2y-AINL-317-2,Eco Adventure Vehicle: Educational toy that transforms from a car to a boat utilizing solar power. It teaches kids about renewable energy.
m2l1439fqol2y-AINL-317-3,Splash and Race Track Set: A dual-purpose playset with detachable sections that convert from a dry race track to a waterway!
m2l16144e7ao4-HMNL-321-1,"A playset featuring an ambitious vehicle that explores land and water environments. Features, articulated vehicles with movable parts example propellers"
m2l16144e7ao4-HMNL-321-2,"a transformable toy that converts from a sleek racing car to a speedboat. Features, retractable wheels and foldable wings for seamless transformation"
m2l16144e7ao4-HMNL-321-3,"A track base toy featuring cars that transforms in to boats, navigating through water filled loops and jumps . ."
m2l1gekcw4n5t-AINL-325-1,Aqua Terrain Transformer is a wind-up vehicle that can transition between a robust car and a sleek boat. this can function well both on land and water.
m2l1gekcw4n5t-AINL-325-2,Submarine Speedster has a shape of a futuristic car that changes in a submarine-like boat with a twist of a knob
m2l1gekcw4n5t-AINL-325-3,Hydro-racer Challenge set is a set that includes two hybrid car-boat vehicles and an adaptive track with both land sections and water pools
m2l1m6mrcga4t-HMNL-329-1,"The first toy is a buld you own kit which would include novel items and these items would need to be used to create something which can function as a vehicle. The aim of the game would be to either resemble a vehicle i.e have 4 tires or function as a car i.e drive and move. However the items provided in the box will be random and in some cases everyday items like cardboard, shoelaces etc and more points will be given for any other unique items used, the children could use their own items making this game very replayable rather than a one off. There would be a checklist such as coolest design, most functioning and the person with the highest score would win. Now the twist would be that once the car is made, you would have to sumberge it in water so the children would have to design a vehicle that not only moves but can float and this would really be creative and make the children think out of the box."
m2l1m6mrcga4t-HMNL-329-2,"the second toy is an interesting game where the aim would be to create a boat using building blocks, but the boat would need to float so you would have to not build it with too much weight, it would need storage and a ramp, the aim would be to slide the car from the top of the boat and get the car on land. The building blocks would allow for crazy designs and unique scenarios and the twist of landing the car would mean a good ramp would need to be built."
m2l1m6mrcga4t-HMNL-329-3,"My third toy which is a twist on a pirates game. You would need to loot the cars and boats . On each vehicle there are hidden chets and the children would need to deconstruct the cars and break them apart, however they would be complex and could not be broken with force rather through intelligence such as memorising codes to input to unlock locks and solving puzzles."
m2l1yo7z059so-AINL-333-1,A sleek compact car with integrated solar panels on the roof to charge an electric battery for a sustainable and eco friendly driving experience
m2l1yo7z059so-AINL-333-2,"A stylish, convertible design that seamlessly transitions from land to water, offering versatility with durable wheels and a robust hull for smooth sailing"
m2l1yo7z059so-AINL-333-3,"A luxurious yacht  equipped with AI technology, proving automated naviagtion, smart energy management, and customizable interior settings, smart energy management"
m2m0sfqrktntr-AINL-341-1,A waterproof car with retractable wheels and propellers. Used as a car on land and seamlessly converts to a boat in water. Remote controlled.
m2m0sfqrktntr-AINL-341-2,A modular set that can be combined in various ways to create multiple car-boat creations. Snap on parts are easy for kids to work with and follow their creativity.
m2m0sfqrktntr-AINL-341-3,A wind up toy that combines the wheels of a vehicle and the paddles of a boat. Suitable for use on land and water. Collectible characters included.
m2m0tpi4tmzcd-HMNL-345-1,A boat car that can go from land to sea or vice versa.  A vehicle that would allow the child to add characters inside in seats.  The ability for the toy to be water tight so it will actually float when put on the water.  Durable material for this age group as kids like to drop things.
m2m0tpi4tmzcd-HMNL-345-2,A motorize speed boat that has the ability to shift like a car with a remote control.  Must be a durable material and with a tracker so that the remote can find it if you lose it.  As kids always lose things.
m2m0tpi4tmzcd-HMNL-345-3,"A pull back car that has the features of a boat.  Whether it is a sailboat, speed boat or even a cruise ship.  The body of a boat with the durability needed to survive children of a young age."
m2m0wjlp3tsnq-AINL-349-1,"aquaracer adventure vehicle. Is an innovative to thats the combination of a durable car and a dynamic boat, which ensures endless fun for children aged 5-11."
m2m0wjlp3tsnq-AINL-349-2,"turbotide, is an amphibious vehicle with seamless transitions from speeding across land to cutting through water, ensuring nonstop excitement and fun for kids"
m2m0wjlp3tsnq-AINL-349-3,"thunderwave hyper catamaran, is an astonishing toy that is designed to dash across water at a suprising speed which even outpaces speedboats, a toy for kids aged 5-11"
m2m174nigbtt8-HMNL-353-1,"A hotwheels sized toy car that fits into a similar sized boat hull, with 4 divets to place the car wheels. Mix and match different designs"
m2m174nigbtt8-HMNL-353-2,A remote controlled car with inflatable wheels. Small paddles extending from the tires allow it to drive on top of water.
m2m174nigbtt8-HMNL-353-3,Wind up toy car that accelerates when pulled back but also with a small propeller. This car can float and when entering the water the car can continue.
m2m1rq5101pds-HMNL-369-1,"A boat can be used as s soap holder for bathtime, it can be used to hold the soap or the washcloth"
m2m1rq5101pds-HMNL-369-2,a boat can be used as bathtub to wash stuffed animals and or dolls or to wash dolls clothes or
m2m1rq5101pds-HMNL-369-3,"A boat can be used as a trailer for toy cars, used to carry stuffed animals or dolls for one place to the other"
m2m1yhll5tmol-AINL-373-1,.AquaRacers Splash & Speed. A transforming car that can change into a boat. When on land it is a fast racing car. When in the water buoyant wings unfold and it becomes a speedboat.
m2m1yhll5tmol-AINL-373-2,A dual environment toy. It begins as a off road car. Then when a switch is pressed the wheels retract and a propeller system appears. Sound effects are included. Accessory packs can be used to modify the toy.
m2m1yhll5tmol-AINL-373-3,This idea features an intuitive magnetic mechanism for easy mode transition. As a car it has light up rims. Then tires snap into hull pods and it becomes a fast boat. It uses solar power so is eco friendly.
m2m23lxpm3ev9-HMNL-377-1,"RIDEABLE DRIVEABLE CAR THAT CAN ALSO BE USED IN THE WATER - CAN DRIVE FROM LAND INTO THE WATER AND IT OPERATES LIKE A BOAT ON THE WATER. BATTERY POWERED, HIGH QUALITY CONSTRUCTION BUT LIGHTWEIGHT."
m2m23lxpm3ev9-HMNL-377-2,A BOAT THAT WHEN DRIVEN CLOSE TO THE SHORT A BUTTON IS PRESSED AND THE BOTTOM HALF OF A CAR EXTENDS FROM THE KEEL OF THE SHIP ELIMINATING THE NEED FOR A TRAILER TO MOVE IT FROM HOME TO THE WATER.
m2m23lxpm3ev9-HMNL-377-3,A SMALL REMOTE CONTROL CAR TOY THAT HAS A BUILT IN SET OF OARS THAT EXTEND AT THE PRESS OF A BUTTON ALLOWING THE CAR TO PROPEL ITSELF ON THE WATER. THE SAME ELECTRIC MOTOR THAT POWERS THE WHEEL SWITCHES TO POWERING THE ROWING OF THE OARS.
m2m2fg522rw8f-AINL-381-1,"turbo aqua racer, a dual terrain toy that can go on land using wheels while in the water the hull transforms into a speedboat. In the water the boat uses jet propulsion and emits sounds and flashing coloured lights allow it to be used at night"
m2m2fg522rw8f-AINL-381-2,the commando amphibious defender. a radio controlled toy that transforms seamlessly from land to water. It can be used outdoors in large bodies of water and has gun turrets that can fire projectiles at other boats and people. Targets come with the toy that allow you to have competitions with other toy owners
m2m2fg522rw8f-AINL-381-3,"The Stealth Navigator. A car boat combo toy engineered for the ultimate outdoor adventure. With its sleek black finish and adapative colour technology that allows it to blend in with its surroundings. It is able to go anywhere and spy on people, with built in mics and speakers, you can use it to record the conversations of others with out them knowing. It can also be used as a spy in nature, allowing it to get close to animals and through its on board cameras, allow the user to make their own nature documentary."
m2m2hcth2ze2x-HMNL-385-1,"I would produce a small motorised vehicle  that can be controlled (steered) via bluetooth using a phone app. On land, it would propel itself using wheels. However, it would be capable of floating and at the touch of a button, the wheels would retract and it would switch to propeller mode and function as a boat."
m2m2hcth2ze2x-HMNL-385-2,"My second idea is for a larger vehicle with wheelsthat the child can sit in and propel with their feet (it would have no floor, so the child's feet could push the vehicle along. It would be steered using a steering wheel. It would again be capable of floating, though it would need to be VERY stable! When in the water, the child could either propel it by kicking their feet, or better still, there would be hand cranked rotary paddles (like on a paddle-steamer) each side that could function both to propel the boat and to steer it. Another version might also use hand-cranking to propel and steer the vehicle on land."
m2m2hcth2ze2x-HMNL-385-3,"The final version would be a construction kit using which the child could make either a boat, a car or a vehicle that combined the two in one form. This kit would include various types of motor, wheels and even tracks. It might have instructions as to how to build various classic amphibious vehicles such as the DUKW and VW Schwimmwagen from WWII - these are essentially a combination of car and boat!"
m2m2sh27q44qt-AINL-389-1,"Transforming Amphibious Race Car: A sleek car that transforms into a boat with a quick snap. Equipped with retractable wings and a fin for stability, it features water-splashing action. The built-in mini engine runs smoothly on land and water. Lights and sound effects can be triggered by pressing the rooftop button, ensuring an exhilarating adventure on mixed terrains. This action-packed toy invites young explorers to navigate high-speed races on land and launch into splash-filled chases on water, ensuring a dynamic playtime full of adrenaline!"
m2m2sh27q44qt-AINL-389-2,"Modular Adventure Kit: A DIY toy kit with interchangeable parts to create a car, boat, or hybrid. Kids can customize wheels, sails, and motors, encouraging creativity and problem-solving skills. The toy's interactive companion app provides instructions and challenges to navigate obstacle-filled courses, merging physical play and digital interaction. With endless configurations and ever-changing challenges, this kit transforms any playroom into a thrilling engineering world where young inventors become the architects of their own ultimate adventure!"
m2m2sh27q44qt-AINL-389-3,"Solar-Powered Eco Explorer: This dual-mode vehicle harnesses solar energy, promoting sustainability. The car features all-terrain rugged wheels, while its hull deploys for water adventures. The toy's transparent panels expose inner workings, sparking curiosity and learning about green energy. Children can explore various educational missions involving ecology, encouraging a sense of responsibility toward the environment. Make waves and blaze trails with this eco-friendly marvel, as kids embark on exciting missions that not only entertain but also inspire a greener tomorrow!"
m2m2zrv6ipd7f-HMNL-393-1,"car shaped like a boat, with wheels that can be tucked out of the way underneath the body of the vehicle."
m2m2zrv6ipd7f-HMNL-393-2,a boat with the ability to pull a car without wheels behind it with an attachment like an oversized jet ski
m2m2zrv6ipd7f-HMNL-393-3,a large boat shaped like a passenger ferry that has the ability to carry cars and other vehicles in it's hold
m2m386s728hlb-AINL-397-1,"'Blue racer 3000' bringing the fun of boats and cars together, suitable for children and 5 to 11. This thrilling toy is perfect for young thrill seekers. Featuring a sporty car body, with a floatable and strong base. With large bright wheels. The toy can be a mini car on land, with the wheels retracting inside the base to transform in to a mini speedboat for use in water. Included is a child friendly remote control, allowing children to steer on land and in waters. Non toxic and durable materials makes it safe and easier for young children to navigate."
m2m386s728hlb-AINL-397-2,The wind up turbo - targeted to the imagination of children age 5 to 11. This bright and eye catching toy features a cartoon style car attached on top of a bright and bold boat hull. Operated by a child friendly wind up mechanism. Children simply wind the toy up and they can watch it whizz across the ground or splash through the waters - thanks to its paddle - powered propellers. Featuring a removable toy 'character' who sits in the top. To help encourage story telling and imagination . Durable and waterproof. Perfect for use in the home and at bath time.
m2m386s728hlb-AINL-397-3,The splash drift duo - A 2 in 1 toy targeted to kids age 5 to 11 combining cars and boats. This exciting duo can be a compact racing car or a sturdy durable boat. With a twist mechanism. Simply twist to transform in to the chosen toy. With a set of detachable characters to encourage role play and imagination. Whilst also promoting STEM learning. As children can explore the difference concepts such as 'motion and buoyancy' in boat mode and explore the 'terrains' in car mode. Educational fun!
m2m3iqj516hkj-AINL-405-1,AquaRacer Duo. A remote control car / boat. When in water the wheels retract into the chassis. And then can drop back out when on land.  The remote will have a screen as the car is toy is equiped with a camera so the user has a first person view.
m2m3iqj516hkj-AINL-405-2,A floating boat / platform with a few sized ramps near the edge. On the platform will be a pull back motor car. The idea is to see how far the car can be launched of the platform. This would have a measuring tape built into the platform to create competition. The car may be able to be customized with different wheels / body shape to create variety.
m2m3iqj516hkj-AINL-405-3,BattleWave Explorer. A multiplayer game where each player has a hybrid car boat vehicle. The aim is to virtually destroy your opponent by firing at them with the on board water gun This is controlled via a remote control. To reload you will need to drive into water and enable the propellor and then take on more water.
m2m3pt9l86i1l-HMNL-409-1,"Design A toy with interchangeable parts that let children construct either a car or a boat, with the flexibility to combine features of both.  Play Concept Kids can build a car that rolls on wheels or replace the wheels with buoyant components to convert it into a floating boat. This design encourages creativity and critical thinking as they experiment with different configurations.  Features  The toy could include motorized elements for the boat, or a pull-back mechanism for the car. It would come with vibrant, modular parts in various colors, allowing children to easily mix and match different components."
m2m3pt9l86i1l-HMNL-409-2,"This toy would be an exciting car that turns into a boat when exposed to water. It would allow kids to drive it on land like a normal toy car, but once placed in water (e.g., in a bathtub or pool), it transforms into a boat and floats. The idea is to make the transition between land and water seamless, creating a fun experience for kids who enjoy both car races and water play."
m2m3pt9l86i1l-HMNL-409-3,"This toy set features a combination of a car race track and a waterway for boats. The excitement comes from racing the car down the track, which finishes in a splash zone, such as a small pool or canal. Once the car reaches the water, it transforms into a boat, allowing it to float and continue the adventure in the water."
m2m3ykajc3qau-AINL-413-1,"I have an idea about designing a children's electric car to be waterproof so that it can continue to travel over bodies of water. For safety, the cabin of the occupant would have to be sealed watertight, including any doors and windows. There would have to be a flotation device available in case of emergencies. All electrical components would have to be waterproof as well."
m2m3ykajc3qau-AINL-413-2,"I have an idea for a remote controlled vehicle toy that functions as a car on land and a boat on water. To accomplish this, it would have to change seamlessly from car to boat, or vice versa, as the situation demands. Car wheels would have to retract if the vehicle enters water, and any boat motor would have to retract if the vehicle changes back into a car. The entire vehicle would have to be waterproof, especially electrical components. It could also be adorned with LED lights for style. The remote control could be able to switch functions depending on which mode the vehicle was using."
m2m3ykajc3qau-AINL-413-3,"I have an idea for a bathtub toy that looks like a boat and floats. But it also has compartments that can be flooded with water, making the toy less buoyant and causing it to sink. The child playing with the toy can alternate these two modes, so that in floating mode the toy acts as a boat, but in sinking mode, the toy sinks to the bottom of the tub and acts as a car, and the child can pretend to be exploring the ocean bottom."
m2m4bqtrkswl5-HMNL-417-1,A car sitting on top of a boat and both are fixed to a level horizontal platform that the child can hydroplane in water by pushing the toy.
m2m4bqtrkswl5-HMNL-417-2,Using string which attaches the car and boat and can be hung up say from the ceiling. This would be attractive to the child as a visual image and gets its attention and engage the child.
m2m4bqtrkswl5-HMNL-417-3,"A car and a boat artwork in which virtual reality is used so they appear to move in tandem, and as if they are actually before the child. This combines modern technology and engages the child in it, and attracts attention and novelty."
m2m4bqtrkswl5-HMNL-417-4,"A skateboard with many colours in modern design in which a racing car is at the front, and a speedboat at the back- with flashing lights and a horn for the car and a hooter for the boat."
m2m4mukonj88m-AINL-429-1,The 'Mega Hydro Cruiser' is a large hybrid toy for seamless land-to-water adventures with realistic steering and with safety harnesses
m2m4mukonj88m-AINL-429-2,"The 'junior Hydro Adventure Kart' offers land and water adventures for kids, features include safe controls and an adjustable seat-belt"
m2m4mukonj88m-AINL-429-3,"The 'Pocket Aqua Racer' is a compact hybrid tiy that effortlessly transitions between car and boat modes, and fits in a child backpack"
m2m4mukonj88m-AINL-429-4,"the above designs could be made specifically for boys and girls , and there could be an adult one too."
m2m4vz3rhjta6-HMNL-433-1,"I would combine a full size car and a full size boat in a playground to make a fantasy vehicle (fixed to the ground) that children can safely climb on and play in. It would have, for example, a moving steering wheel and buttons to press, so children could pretend they were driving, sailing or even flying in this magical machine."
m2m4vz3rhjta6-HMNL-433-2,"I would pull apart the boat and the car and reserve whatever pieces were safe for children to play with so they could repurpose them creatively. Research suggests that when children are allowed to play with tools like wood, hammer and nails they thrive. It's good for their development, builds problem-solving skills and encourages creativity. The toy I would make would be the equivalent of a box of Lego or wooden blocks, but instead it would be a sort of kit containing real materials from a car and a boat. Children could be allowed to make anything they wanted from this kit, from playhouses to works of art."
m2m4vz3rhjta6-HMNL-433-3,"I'd remove the wheels from the car and use elements from both the car and the boat to create a go-cart that's safe for small children to play in. Children used to make these from old soap boxes and spare wheels, but it's fallen out of fashion, probably due to safety concerns and the ability to purchase ready made bicycles and tricycles. But I think a return to the concept of repurposing components to make go-carts would be beneficial for children and could be done safely."
m2m4xtd7wizdm-AINL-437-1,"Introducing the Aqua-Racer X, a versatile toy that seamlessly combines a car and a boat into an exciting, dual-function experience. The Aqua-Racer X features a sleek, aerodynamic design with a robust, water-resistant shell. On land, the toy functions as a high-speed race car with adjustable suspension and LED headlights. Once placed in water, a simple transformation system deploys hidden propellers and floatation wings, shifting it into a speedboat mode. The Aqua-Racer X is remote-controlled, providing intuitive control transitions between land and water. The toy includes vibrant, interchangeable decals for customization, encouraging creativity and repeated play for endless adventures."
m2m4xtd7wizdm-AINL-437-2,"Introducing the Wave Rider Cruiser, a dynamic and playful toy that cleverly merges a car and boat, designed to stimulate imaginative play. This toy features a rugged, all-terrain vehicle design with detachable buoyant wheels that transform into fun paddle systems on water. As a car, it boasts vibrant colours and shock-absorbing capabilities for thrilling off-road adventures. With a simple twist mechanism, the wheels switch to paddles, and the toy becomes a buoyant boat, capable of smoothly navigating any tub or pool, and perfect for bath time! The Wave Rider Cruiser includes a mini adventure map and themed stickers, encouraging storytelling and enhancing playtime scenarios. The Wave Rider Cruiser also includes automatic LED lights that change colours and turn while the vehicle is a car and off while the vehicle is a boat in the water."
m2m4xtd7wizdm-AINL-437-3,"Introducing the TurboSplash Duo, a captivating toy that seamlessly integrates car and boat functionalities into one. This design features an elegant convertible chassis with retractable aquatic elements. As a robust car, it sports a full-suspension system and colourful racing stripes for land escapades. Transitioning to water mode is a breeze with a pull-and-lock mechanism that extends floatable pontoons and sleek propellers. The turboSplash includes an automatic lock function which turns on when water mode is activated, and allows the doors of the vehicle to lock, ensuring that any dolls or items in the vehicle do not get wet when placed in the water. The TurboSplash Duo uses a rechargeable power system, allowing for extended journeys on land and water. Equipped with glow-in-the-dark components, it offers a sensory experience as children navigate both land and aquatic terrains, sparking limitless creativity and play."
m2m4xtd7wizdm-AINL-437-4,"Introducing the Barbie AquaDream Cruiser, a glamorous blend of car and boat, capturing Barbie's signature style. This enchanting toy vehicle personifies Barbie's flair, with a shimmery pink exterior and customizable decals inspired by her world. As a stylish convertible on land, it features plush seating and a built-in vanity mirror. With a simple flip mechanism, the AquaDream Cruiser transforms into a chic boat, complete with rotatable propellers and detachable palm tree décor for that vacation vibe. The set comes with a mini Barbie figurine and themed accessories like sunglasses and a beach umbrella, offering endless adventure possibilities both on land and in water."
m2m53l3x1rdph-HMNL-441-1,amphibious boat car. means of transport viable on land and water as well as on or under water. very adventurous
m2m53l3x1rdph-HMNL-441-2,works on both land and water. good for those with water phobia or poor swimmers. also works perfectly under water
m2m53l3x1rdph-HMNL-441-3,very innovating to keep children bust while outdoor. helps kids be busy with outdoor activities and water sport. good for body heathy
m2m5gra0fqq9b-AINL-445-1,TurbiWave cruiser is used as dual function toy where it is a speed boat and a racing car combined together.
m2m5gra0fqq9b-AINL-445-2,HydroDrift Explorer is a designed with adventure in mind which is fun to explore it is a robust toy that navigates through water
