uniqueIdeaIndex,idea
m2kwprdpyukm7-HMNH-226-3,Superhero wristbands. Motorized floatation devices that can be attached to both wrists and allow the child to be pulled across the surface of the water with ease. The idea is the child can stretch one or both arms out like Superman and feel like they're flying across the surface of the water.
m2kwxmw8nkumt-AINH-230-1,"a vehicle that is capable of floating and walking on land, the vehicle could be driven and also float on water like a ship"
m2kwxmw8nkumt-AINH-230-2,"an helicopter that is capable of floating and flying, the helicopter will be able to fly and also land on water when n necassary"
m2kwxmw8nkumt-AINH-230-3,a canoe that is capable of being converted into a moving vehicle as a make shift which would be propelled
m2kxdj07thwcm-HMNH-234-1,"A GPS enabled wrist wear for kid that helps with kids that followed there parent for walk or something related, they can use the device to track the kid and the kid can also use it to find their way about."
m2kxdj07thwcm-HMNH-234-2,"A floating and waterproof animal-like structure, built in their favorite animal, this will make swimming fun and exciting, will also learn more about the animal."
m2kxdj07thwcm-HMNH-234-3,"floating bike built for kids, automatic controlled so that it can be easily operated by kids, they can have a feel of what the adults enjoys."
m2kxorw23sqom-AINH-238-1,My first idea is considered an inflatable obstacle course that floats. This encourages kids to attempt all the obstacles on the course without falling off and into the water.
m2kxorw23sqom-AINH-238-2,"My second idea is considered a scooter that is also amphibious. The scooter would have pedals and wheels that were functional on land and when driven into a body of water, the wheels would rotate on the x-plane to become stabilizing floatation devices, keeping the pedaling motion to move the scooter forward in the water."
m2kxorw23sqom-AINH-238-3,"My third idea is considered a bounce and float dome, where the child plays inside the ball that can roll on land or float in water, with stabilizing weights built into the bottom to keep the child upright while floating in the water."
m2kxyxc1etcsw-HMNH-242-1,"My idea is for an amphibious float toy that can be utilized in a pool as a flotation toy, but it has wheels as well and can be rolled around on a flat hard surface."
m2kxyxc1etcsw-HMNH-242-2,"The next idea for a toy would be a boat that can float, but at the same time it has a plastic propeller that can be manually wound up. When released it could be self-propelled through the water."
m2kxyxc1etcsw-HMNH-242-3,A remote-controlled sea serpent that floats on water like a snake but can be controlled via remote to swim through the water on the surface. It would have bright colors.
m2kydso3uprl5-HMNH-250-1,An electronic medical trolley toy that a kid can move about the house with it and can pretend to be a nurse. On top of the trolly is medical equipment such as a stethoscope and a temperature reader that is interactive and makes sounds and lights up. Have separate compartments for child stickers so that the child can give them out to the patients [parents-family].
m2kydso3uprl5-HMNH-250-2,"An electric walking dinosaur toy. A trex that has a lead on the back so the child can walk it .The trex  head can move about either slowly or rapidly depending on how fast the kid is walking with it. It has multiple sounds to choose from and has a feeding time option where  the trex can grow and get bigger.

There  is a compartment behind the trex where you can store the plastic meat that will be provided with the toy. 

It also can interactive with a laser that is provided so it can be  hands free as well so the child doesn't have  to walk it everywhere it can sit down with the  laser and play with it"
m2kydso3uprl5-HMNH-250-3,A boys workbench station with interactive mechanical toys that light up and make sounds . It has wheels so the child can walk around with  it and the tools stick to a magnetic compartment so nothing falls on the floor.
m2kyjapyervg5-AINH-254-1,"Explore Aqua glide would be the name of the toy. The toy would be made in two folds, where the mobility side can move when placed flat and the floating side would sail when placed on water."
m2kyjapyervg5-AINH-254-2,The name for the toy would be Float pace Wanderer. The idea is to produce an upward and downward side of a toy that will reveal the upward side as the mobility and the downward as the floating side.
m2kyjapyervg5-AINH-254-3,Wave Runner would be a perfect name for the toy. The idea is to create a toy that has both the ability to walk and either swim or float.
m2kyl12fsrn1b-HMNH-258-1,A small ball with 2 plastic rings around it that can turn with a motor inside the ball. The rings also have very fin paddles to help it move along the water and on land. The ball will float regardless and by using movement it will also create energy to help it stay afloat too. I call it the Ball Buoy.
m2kyl12fsrn1b-HMNH-258-2,A transformer like toy that can shape from a boat and has tiny plastic rudders and is remote controlled. It can also walk around freely and has the ability to talk. It also has LED's which can change colour via the remote.
m2kyl12fsrn1b-HMNH-258-3,"A scuba diver action figure that can go under water but also remain on the top of the water, it is controlled with tiny fans that are in his tank and is a lot of fun in the bathtub"
m2kytczgt7cb2-AINH-262-1,For mobility i will pick skating shoes which they move freely with and floatability i will pick a kite also
m2kytczgt7cb2-AINH-262-2,For mobility i will pick a bicycle and floatability i pick arm floaties as most kids enjoy to play or move around riding
m2kytczgt7cb2-AINH-262-3,For mobility i pick a childrens car and floatability i pick a balloon which floats over the water and also is fund playing with
m2kz7erdi5bzo-AINH-270-1,"Super Splash Orb: A giant inflatable sphere fitted with transparent windows that allows kids to walk, float and even roll on water. Equipped with inner propulsion fins, controlled by body movements, kids can maneuver the orb in any direction. Inside, interactive holographic games display aquatic life, while an integrated sound system provides immersive underwater soundtracks."
m2kz7erdi5bzo-AINH-270-2,"Floating Fort Spray Ship: A modular, waterborne fort with extendable sections and interactive water cannons. Children can reconfigure the sections to create various floating structures. The fortified ship navigates water automatically and engages in mock sea battles with LED-lit water spray, offering a surreal gaming experience."
m2kz7erdi5bzo-AINH-270-3,"Hydro-Kite Backpack: A combination of a kite and a backpack, this innovation allows children to flat in the air above water. Utilising helium and lightweight polymers, the kite lifts, while a water propulsion system stabilises. Kids steer using body tilts; its color-changing fabric mimics the sky or water for an awe-striking visual."
m2kzphtu92ar4-HMNH-282-1,"A wind up aquaman doll which walks on hard surfaces but when placed in water, is able to swim short distances. The doll does not need batteries, the wind up function allows the feet to move in a walk and paddle when in water."
m2kzphtu92ar4-HMNH-282-2,"A remote control duck, the duck can be controlled to waddle when on land and swim when placed in water. The duck can be used in the bath but is also durable enough to be used on outside water sources such as lakes and streams."
m2kzphtu92ar4-HMNH-282-3,"A mermaid with detachable tail, the mermaid floats when placed in water, when on land, the tail can be removed and the doll has legs making it able to stand and walk on land surfaces."
m2kzwfl5nf1d7-AINH-286-1,"A remote controlled amphibious toy vehicle that can drive on land then seamlessly transition to water, where it floats and is powered by a small propeller."
m2kzwfl5nf1d7-AINH-286-2,Floating discs similar to lily pads that float on the top of water and children can hop across them like stepping stones.
m2kzwfl5nf1d7-AINH-286-3,"Child safe/friendly jet ski. The device will allow children to experience the similar sensation to riding a jet ski, but at a slower smoother pace."
m2l059hcnvc9q-AINH-294-1,"Aqua disc throwaway- a durable high density EVA foam disc that you can throw like a frisbee, roll on its edge like a hoop or float like the baddest pirate raft. The surface is textured for enhanced grip and boldly coloured for maximum engagement and visibility."
m2l059hcnvc9q-AINH-294-2,Skim cycle wave wheeler - the toy includes a lightweight adaptable frame that can be assembled as either a three wheel land trike or two paddle water raft to skim across the shallows.
m2l059hcnvc9q-AINH-294-3,The skater splashboard has a robust deck made from marine grade plastic designed for maximum stability and floatability. The wheels are weighted to make transitioning from land to water easy peasy and the board always stays sunny side up when it's afloat.
m2l0h7ebkvaps-AINH-302-1,"A toy robot called AquaRover. A cheerful sea creature equipped with rotating wheels and retractable fins. The wheels allow for smooth rolling adventures on land, while in water, the fins extend, enabling swimming movements."
m2l0h7ebkvaps-AINH-302-2,"Float and Roll Safari Cart. A mini safari jeep where cartoon animal passengers pop up when rolling on land, while on water, the jeep's sides expand to floating pontoons."
m2l0h7ebkvaps-AINH-302-3,SplashStrider. A mix of hovercraft and fantastical creature. Creature-inspired shell with silicone tentacles. On ground it moves using a hover mechanism. When placed in water it's buoyant shell and tentacles fan out for balance.
m2l0iawkcg4l7-HMNH-306-1,Giant construction set. Blocks will be lightweight and made from recyclable plastic materials. Sections can be fitted together in a variety of way but will not require tools.
m2l0iawkcg4l7-HMNH-306-2,"Single occupant swimming pool boating equipment that is powered by the occupant. The materials used will be lightweight recyclable plastic, with no sharp edges."
m2l0iawkcg4l7-HMNH-306-3,Rockets type toys that can be powered by hydraulic or pneumatic means. The rocket will have a lanyard attachment or alternative range limiter.
m2l0mvsbdj0wr-AINH-310-1,"water hoverboard, motorized stand on device (like a paddleboard) but with a motor on it so a slow speed can be achieved moving on the water, not fast enough to make unstable. can be sat on or stood on, wide enough to allow balance even with waves on water, made for fairly calm water like a lake, not ocean with tides and crested waves."
m2l0mvsbdj0wr-AINH-310-2,"blow up air mattress in custom seated shapes (ie on lap of gorilla, a racecar shape where kid sits in seat of car, etc) and a light motor to allow child to sit and drive/move the device over non-choppy waters like a pool or lake. Attention to not have the child confined by device so no trapping hazard if it flips"
m2l0mvsbdj0wr-AINH-310-3,"blow up device that goes around child's body and causes them to float like a bobbing apple nd keep head out of water at all times, can lay on the water or float upright and move themselves by pulling water with arms in swimming motion or kicking with legs, but with no threat of sinking, it is unsinkable material"
m2l11v7ewx9r0-HMNH-314-1,A small boat with a battery that can be sheilded from the water by the outer plastic. The battery would operate a small propeller under the boat that would cause the boat to move forward in the water. The boat would float and would be designed wide enough on the bottom to prevent capsizing. It could be used in a pool or a pond.
m2l11v7ewx9r0-HMNH-314-2,A small raft that would float in the water and could be designed for one child to sit in. There would be plastic pedals on the bottom where the child would place their feet and use the pedals to propel forward in the water.
m2l11v7ewx9r0-HMNH-314-3,A set of medium sized balls that  are more durable than ballons but are filled with a helium mixture that allows them to float in the air for about a minute at a time befroe slowly descending to the floor. It would be a game where up to four children would stand in a square and use rubber bats to to hit the ball to the player of their choice. The object being not to let the ball drop to the ground in the players desinated space. If this happens the player would be eliminated from the game and the game would continue with the remaining playes spaces not larger due to the abscent player. This would go on until their was just one player remaining.
m2l133hgn29d7-AINH-318-1,AquaGlider.  a small innovative floating boat perfect for water.  It is durable and lightweight.  It glides across ponds and lakes.  It has a latex balloon that is environmentally friendly.  you can inflate the balloon using a manual or electric pump. Once inflated the balloon propels the AquaGlider across the water.
m2l133hgn29d7-AINH-318-2,THe Floating Rover X1.  It is an all terrain amphibious vehicle.  It has a waterproof exterior and inflatable pontoons that transition the vehicle across the ground to water.  It is powered by electric motors.
m2l133hgn29d7-AINH-318-3,Slime Wave Cruiser.  It has a buoyant sturdy base that is like a hovercraft.  It has airtight chambers to keep it afloat.  It has a slime reservoir that releases colorful non toxic slime that trails as it moves.
m2l183ykpisyy-HMNH-322-1,A shoes that will allow kids to glide safely above the grouds and it have air cushion in it .
m2l183ykpisyy-HMNH-322-2,"A boot that can allow a kid to walk or bounce on water, this will use air on the shoes to make it possible"
m2l183ykpisyy-HMNH-322-3,A floating cycle that is self balancing and it moves over water and land which adjuct speed settings dynamically .
m2l1k1l2lryw8-AINH-326-1,A large buoyant toy shark with propellers for water propulsion and a built in seat for children with life vests to ride on.
m2l1k1l2lryw8-AINH-326-2,"A floating splashpad in the shape of a giant octopus where each tentacle has water jets that spurts water in different directions, with a railing along the edge and various handholds on the splashpad to help with mobility."
m2l1k1l2lryw8-AINH-326-3,"A remote controlled floating toy car made of waterproof, buoyant materials that children can remotely drive on the surface of pools."
m2l1pgld24rap-HMNH-330-1,"With that, there can be a remote controlled boats for kids that they can control the movement of the boat on water for the floatability."
m2l1pgld24rap-HMNH-330-2,"Also, pool noodles with wheels is one that can be crated for kid with the ages of 5-11 years to use to play and have fun with."
m2l1pgld24rap-HMNH-330-3,Beach  balls and wheels can be crated for kids to play with for fun. This can be used at the pool side or the beach.
m2m0rad55dh9g-HMNH-338-1,"A toy car with a propeller and wheels which can move on both solid ground and water. For an added element, they could move remotely so children can race each other and other cars on land and water."
m2m0rad55dh9g-HMNH-338-2,"A toy soldier that can march automatically and walk on water, moving from one end of the pool or bathtub to the other."
m2m0rad55dh9g-HMNH-338-3,"A bicycle that works in water like one of those swan boats. The top part floats while the pedals are beneath the water, propelling the child forward."
m2m0smm4205hv-AINH-342-1,"Soar and Spin - Take Playtime to New Heights with Every Glide

Introducing the Air & Glide Adventure Disc, the perfect toy for kids ages 8 to 11, blending ground gliding with aerial thrills. Equipped with lightweight wings and mini-fans, it gently hovers above ground, while smooth caster wheels let kids spin effortlessly. Enhance balance and coordination as young adventurers experience exhilarating glides and dynamic spins, fuelling imagination and active play through this ground breaking mobility toy!"
m2m0smm4205hv-AINH-342-2,"Unleash creativity with the Imagination Cruiser - where kids design, build, and race their own adventure vehicles! Transform, explore, and elevate playtime with a world or possibilities.

The Imagination Cruiser offers a modular base and interchangeable components, enabling kids to create cars, gliders, and boats. This dynamic toy fosters inventiveness and storytelling, as children construct unique vehicles and embark on epic adventures, transforming playtime into a creative journey."
m2m0smm4205hv-AINH-342-3,"Set sail with speed! Where bath time becomes an adventure expedition!

Dive into excitement with the Splash & Glide Seafarer Deluxe! This bath toy for kids aged 5 - 7 features pivoting paddle wheels and a detachable sail. With its built-in movement gauge, children can see how fast they propel their boat, adding educational fun to imaginative bath time adventures."
m2m0ttjkg2ymc-HMNH-346-1,"Amphibious four wheeler - it would have large tires that could move on land, but would have a body that would float in the water and the large tires moving would keep it afloat"
m2m0ttjkg2ymc-HMNH-346-2,"An alligator toy that would be battery operated that could crawl and move, but could also be used as a bath tub or pool toy"
m2m0ttjkg2ymc-HMNH-346-3,A beach sand toy that could move around on the sand and dig but could also be played with in the ocean and would be remote control so it would come back to the sand
m2m0wufk1g6hj-AINH-350-1,"The AquaCraft. A hovercraft inspired toy is a small sit in vehicle that takes your child on both land and water. It's compact, lightweight, robust and full of safety features to keep your child safe. It has a buoyant backup system, bumpers, lock in safety belt, collision detection and more!

Let your child explore his surroundings, develop motor skills and find a new passion with the AquaCraft"
m2m0wufk1g6hj-AINH-350-2,"Into the skies with the latest childs toy, the GrimGlubGlider, a new remote controlled glider that works on both air and water. Your child can sail it out on the lake and take off and land directly from the water!

See what the glider sees with its inbuilt cameras that you can connect directly to your smartphone app or use the new GlubFinder and see it directly on your controller. 

Don't worry about crashes, the glider comes with advanced collision detection and safety features making sure it doesn't collide with anything you don't want to.

The glider comes with a swappable design, ghosts, ghools, skeletons or create your own! It's build in LED lights will being any flight spooky excitement!"
m2m0wufk1g6hj-AINH-350-3,"HydroBoots let your child walk on water, walk on any pond, lake or even the ocean if the conditions are right!

These special boots are lightweight, super durable and have exceptional buoyancy keeping the feet above water. Now balance can be hard, that's why it comes with a stabilising harness that wraps around the waist connecting to the boots. This sleek design ensures balancing comes easy. And don't worry if there is a topple, floatation wings are built in to never let your child go under the water"
m2m1a4h9nldqh-HMNH-354-1,"create a toy boat with mobility to move around in the bath, with ability to stay floatable on the surface abd not sink"
m2m1a4h9nldqh-HMNH-354-2,"have a plastic bottle with colorful water in it, let the child shake it and observed, observing its mobility and floatability"
m2m1a4h9nldqh-HMNH-354-3,"use plastic zip-top bag with water beads, use it to move it freely to support mobility, add some coloring for visual appeal to observe floatability inside"
m2m1dpi7ivbcl-AINH-358-1,"Aqua skater rover merges skateboarkind with a floating device. Special big wheels for the sand. Shaped like a mini surfboard on wheels, it rolls smoothly over the sand and grass then transitions into the water. Hitting the water activates its floatation pads, and the wheels retract. It uses a simple remote control for exploration and creativity in water play. It teaches balance and coordination and makes the transition between water and land environments without problem. A specially designed lightweight lifejacket is included with a unique remote control pad on the lifejacket."
m2m1dpi7ivbcl-AINH-358-2,"The Water Twirl Flyer is a saucer-shaped disc with retractable propellers. It can spin through the air and land safely on water. A hand-held launcher deploys the toy. As it has buoyant material integrated into its structure, it can be played with on land or water, so there is no need to worry about taking it to the beach or cottage! This toy combines fun with learning about the principles of physics, spatial awareness, and motor skills. Children love flying toys, and parents do, too, when they don't get lost!"
m2m1dpi7ivbcl-AINH-358-3,"Bubble Jet Paddle Boat. Mobility and flaotability are comnbined in this paddle boat design powered by a unique bubble propulsion system. Children can sit on this mini boat like a smaller paddle board, which is equipped wiht a mechanism to blow bubbles creating a trail of bubbles as it moves across the water. The paddles are operated manually by the child. They have control over speed and direction using the paddles. Bright, playful colours. it is designed to ensure safety, stability, and provides endless fun on calm water. It comes with a lifejacket for maximum safety and parental assurance."
m2m1dpi7ivbcl-AINH-358-4,"Solar Sea Scooter**: This innovative toy combines the fun of underwater exploration with eco-friendly technology. It's a small, child-friendly scooter that floats and moves on water using solar-powered propulsion. The upper surface is embedded with solar panels that charge its battery, ensuring it runs sustainably. Children can steer it using easy hand controls, while the semi-transparent bottom allows them to view underwater through a magnified lens. The design is sleek and colorful, constructed from safe, buoyant materials. The Solar Sea Scooter promotes learning about renewable energy, environment, and science, while encouraging imaginative and adventurous play in water settings."
m2m1kwwj2oafd-HMNH-362-1,"Design a toy that looks like a boat but inspired by Tesla vehicle designs. The boat should have tires for mobility on land that retract into the boat once the surface touches water. From here, the boat should have a tiny battery-operated motor that propels the boat."
m2m1kwwj2oafd-HMNH-362-2,a cylindrical vehicle with a large ball on the bottom. the ball allows the vehicle to pivot in any direction. The ball is also water proof and able to act as a propeller in water.
m2m1kwwj2oafd-HMNH-362-3,"a boat that with a futuristic design, that has 4 propellers at the bottom which act as tires. Once in water, the propellers also act as typical boat propellers."
m2m1qohek22nc-AINH-366-1,"HydroeScuttle Adventure Craft
A modular amphibious RC toy. The foundational element of the RC is standardized block holding the battery and various electronics. This is obviously water resistant not unlike modern cell phones - not permanently waterproof at extreme depths but perfectly secure in household enviroments.
The foundation has connectors on each side for the various attachments, such as the body of the boat, wheel connectors, etc. A kit comes with a basic set of pieces that any child could slap dash attach and expect it to loosely function. For older children it permits a wide range of creative designs.
Additional pieces and sets are stylized after different ships, eras, and themes.
The RC component permits for reliability and differentiates from lego.

A special button is included to target boy: The Scuttle Button. Design any ship, and then watch it sink. Can you design a ship that can stay afloat after disaster?"
m2m1qohek22nc-AINH-366-2,"Scurry Floater
A throwable toy that looks something like a cross between a frisbee and a waterbug. When preparing to throw it takes the shape of a frisbee, but when thrown the centrifugal forces extend legs under the undercarriage who then land upon the water, allowing the Scurry Floater to scurry across atop of the water.

A string attached to the top extends to a pre-determined maximum range to allow for easy retrieval. How far can you throw the Scurry floater? Can you get him to land and spin across the water?

it's fun to throw, its fun to spin, its fun to swim, and the Scurry Floater does it all!"
m2m1qohek22nc-AINH-366-3,"The Bubble Boater
RC's are always popular, but they are often a solo game. Instead, the Bubble Boater is designed for two to three children, or otherwise, to play a game of bubble tag. Both boats are loaded with their own coloured, high strength bubble fluid. The boats themselves are small enough to fit and run in a bathtub, and the control are simply direcational.
As the boats putter about they release bubbles which float and land upon the water - the goal is at the end of 2-5 minuets, who has the most bubbles of their own colour remaining. To pop the bubble, simply drive your Bubble Boater into the bubbles of your friends!"
m2m1szea4kkw5-HMNH-370-1,My toy idea for a small child combining mobility and floatability would be a remote controlled kite.  The kite would have bright colours and cartoon characters famous to children on it and could move around freely with small propellors like those on a drone with a remote control.
m2m1szea4kkw5-HMNH-370-2,My second idea combining mobility and floatability would be a toy car that produces bubbles as it drives.  The bubbles would fly out and be multi coloured and the movement of the car would be the mobility aspect.
m2m1szea4kkw5-HMNH-370-3,My third idea would be a hover board that would be very small that would resemble skates.  The child would wear the device on their feet and it would use air propulsion to hover the child approx 20cm off the ground.
m2m1yudq0bnvo-AINH-374-1,A toy that is a test tube floatable science experiment adding house items such as washing up liquid or bubbles to create your own mini lab that creates floating objects such as giant bubbles and dry ice.
m2m1yudq0bnvo-AINH-374-2,A simple hand operated drone that can play catch with you so you can improve your skills in sports at any time of day at any distance you would like
m2m1yudq0bnvo-AINH-374-3,A skydive simulator which allows children to experience what it feels like to be a real life skydiver in the comfort of their own home. The simulator is portable and lightweight so perfect for a fun activity for childrens parties.
m2m27aayrhmok-HMNH-378-1,I would design an rubber octopus interacting toy taht can move around on land and also float on water so it could be used both by the pool and in it or at home and in the bathtub. you could program it to ask to be put in water to encourage children to take a bath
m2m27aayrhmok-HMNH-378-2,I would make a ride on toy for the land and in the water like a water car for children that they can sit in and drives like a car on land and floats like a boat in the water
m2m27aayrhmok-HMNH-378-3,"I would make a toy that can bounce around on land or in the water, bouncing every 30 seconds so the children can chase it on land or in water as a game and to get excercise."
m2m2gnzx1u997-AINH-382-1,"AQUA CAR
a brightly colored cartoon like vehicle that has wheels for easy mobility on the floor but also a buoyant body for water travel. Equipped with a remote control and sound effects, this toy ensures imaginative play."
m2m2gnzx1u997-AINH-382-2,"FLOATING ANIMAL COMPANIONS
animal themed toys that can float and spin in the water. They can also speak to you when you push on their button. Great for a fun bath time."
m2m2gnzx1u997-AINH-382-3,"FLOATING FORTRESS MAZE
a floating castle like maze that is also like an iceberg. Pieces can be attached to each other to assemble custom builds. This floating maze can also be moved to the ground and made to move around with the use of detachable wheels. Encourages critical thinking."
m2m2w38whb0px-AINH-390-1,create a ship toy that allows the child to be inside sailing while floating and maintaining safety. It should represent Pirates of the Caribbean type ship inclusive of pirate hat and Monocular.
m2m2w38whb0px-AINH-390-2,Create a child's toy that can allow them to have their legs free and move around while in the water. This should have a place for them to sit in the middle and maintain safe buoyancy. Design should be a spaceship with mini water guns included.
m2m2w38whb0px-AINH-390-3,Create a seated water toy that resembles the lochness monster with a water gun included through the mouth. It should have feet paddles to allow the child to move freely around the water.
m2m320v5acxqv-HMNH-394-1,"A speedboat, radio controlled, with rechargeable batteries. Take it to the lido for a test run. Sets of 2 to race with friends"
m2m320v5acxqv-HMNH-394-2,"a plastic log raft for one's cuddly toys, with a sail made from a lego instruction kit about pirates or aliens"
m2m320v5acxqv-HMNH-394-3,a squeaky model duck with paddling legs to propel it(wind up). It could have a stream of ducklings on a string to follow the mum
m2m320v5acxqv-HMNH-394-4,"A minecraft creature with wings, flippers, powerful legs, burrowing and diving skills all online (?) but real fluffy toy equivalents"
m2m3anaaszi1b-AINH-398-1,"The aqua rover: A remote controlled robotic pet that seamlessly transitions between walking on land and floating on water, feature extendable water wings and articulated legs that transform into paddle wheels. This is customised featuring bright skin toy and encourages personal play and also aquatic science and engineering. It can mimic both lifelike experience and animal movements.it will be made of eco friendly materials and also a story book will be provided with enhanced story mode voice coming from the toy itself. it will be safe, exciting and educational at same time."
m2m3anaaszi1b-AINH-398-2,"The hover- surf buddy: A character themed ride-able toy with inflatable base that children can ride on land using wheels, then activate floation mode for pool play, complete with steering handles and safety features. This toy will feature a gesture controlled interface, lightweight, waterproof design, it will offer seamless transitions between surfaces. kids can personalise the hover surf buddy with vibrant interchanging skins and decals, creating their own unique designs and with augmented reality integration, users embark on interactive missions while multiplayer capability fosters team play. voice commands add an intuitive control layer. these features will ensure engaging, social and educational playtime"
m2m3anaaszi1b-AINH-398-3,"The magic morphing marine explorer, a transforming vehicle toy that walks on the pool edge using crab like legs, converts to floating research station and includes detachable mini vessels for underwater exploration missions. it will dive into pool and kids can enjoy the adventure and its clever design will seamlessly morph into floating research station in front of your eyes. it will be packed with sensors to detect water and edges. it can be customised with vibrant skins and kids will learn about marine life from it. it will have animal decals on it. you could also print your own skins for it and it will have blue lights and cool sounds"
m2m3k1pv3nksc-AINH-406-1,"AI with realistic Robot. here i will develop AI and incorporate that with a robot. This robot will be my soul mate he will accompany me where ever I go and it will go behalf of me. IT has a unique code so that it will not be mix with others.Without this code no manipulations possible if somebody try to hack it. it can drop me to school, real time message to police, warning to parents. all settings. Since it can float and swim it can protect the child from drowinng."
m2m3k1pv3nksc-AINH-406-2,"I want to make toy which ccan move around and float in water just like hoverboard. This can detect the atmospheric condition so that when the temperature rises or increses it will automatically take the child inside to pretect the child. This will float in water , and it can be programmed to swim through small lakes with extensive protection."
m2m3k1pv3nksc-AINH-406-3,"I have another toy which has mobility and floatabilty facility which children can use. It is a car type which the parents can program remotely and the recorded message can play remotely to the car.This car  will pick and drop the children from pre-school. very safe and innovative. the teacher and parents always will be online as a peer group. always parents can connect disconnect the mobile car. we can add more features to this like the very less traffic will be auto detecting. going through the pedestrians path always. communicating to the pedestrians nearby. A tamper free extra protected, communicating to the police and teacher and parents in real time."
m2m3qbba951jt-HMNH-410-1,"Introducing the 'Shark Attack Inflatable Fun Pack'. Enjoy hours of fun with this novel idea, combining play with pool-based exercise. Simply blow up the turbine-powered lifelike shark, strap the homing beacon to your child's back, and let it chase them around the swimming pool. Guaranteed thrills, chills, and lots of noisy exercise."
m2m3qbba951jt-HMNH-410-2,"'Pool Pool' is the truly novel idea which combines the popular billiards-style game with a holiday swimming pool setting. Blow up the red and yellow inflatable balls and the white cue ball, drop the six floating goals in the water, and let your children take turns with their cues to try and pot their colours. Hours of fun!"
m2m3qbba951jt-HMNH-410-3,"'Knock down the Water Wall' is the fun two-player swimming pool game for youngsters. Construct the polystyrene rectangular blocks into two floating walls, to be guarded by each child as they take turns using the ball to try and demolish the other's wall. Can you take down your opponents' wall before they get yours?"
m2m4bw5msun0c-HMNH-418-1,"A toy that can be manipulated by a child into varying forms that float, you could use principles of origami and hydrophobic paper to show how different shapes can float and displace a fluid."
m2m4bw5msun0c-HMNH-418-2,"different blocks that all float but you can combine different blocks to create different levels of stability and aesthetics, each block has a different property, for example one could be denser than another, or made from a different material."
m2m4bw5msun0c-HMNH-418-3,"An object that changes shape dependent on the temperature of the water, if the water is too hot the toy sinks, if the water is safe to enter then the toy floats and can be pushed around, this could be acheived with some sort of thermo plastic that chanes shape. it would help parents know if a bath is too hot for their child, whilst teaching the child patience and safety to wait until it's safe to be able to play with the toy."
m2m4iot5wthk4-HMNH-426-1,Floating walker so you walk across the water while it floats to let a child get exercise in a pool while being secure and floating atop the water
m2m4iot5wthk4-HMNH-426-2,Plastic boat small enough a small child could sit atop but able to float and move around for their enjoyment
m2m4iot5wthk4-HMNH-426-3,Genetically modified lizard thats big enough for child to sit on it would be changed to be bigger and modified that it only floats and wont swim so the child just chills on its back
m2m54b58b6fdo-HMNH-442-1,"A floating remote-controlled car that doubles as a submarine with adjustable buoyancy and propulsion systems, kids can navigate water and land"
m2m54b58b6fdo-HMNH-442-2,"A water toy with magnetic levitation technology, allowing kids to glide across water and land I call it the Hydro Hover"
m2m54b58b6fdo-HMNH-442-3,Sea skimmer I call it an amphibious pedal-powered boat that converts into a scooter for land play.Its very durable and lightweight
m2m5k5ncupoxd-AINH-446-1,"The AquaRover, an amphibious vehicle designed for land and water. It floats effortlessly with wheels that double as paddles when it enters water. It is operated by remote control allowing users to guide it over land and water."
m2m5k5ncupoxd-AINH-446-2,"The HydroGlider Disc is a flying disc with an integrated water jet propulsion system that help it fly farther than a regular flying disc. The jet system is rechargeable and requires users to fill a reservoir with water. The disc also floats and is waterproof so can be used in the pool. Finally, it has LED lights built in to enable play at night!"
m2m5k5ncupoxd-AINH-446-3,"The SpringWave Boat Shoes are lightweight footwear that have a retractable fin system making them able to transform into mini-buoyant platforms. These shoes allow wearers to walk on small, calm, bodies of water like swimming pools or small lakes. When they exit the water they transform back into running shoes allow kids to play across land and water."
m2m5o7axo0x65-HMNH-450-1,"the floating dog bath toy: a dog that is made from a mixture of lightweight materials including plastic and rubber, underneath of the dog is a little piece that needs twisting - after a few times it will speed off running around the bath water, all of its legs moving in sync like it would in real life, while remaining on top of the water. when the twisting piece has stopped, the dog will stop."
m2m5o7axo0x65-HMNH-450-2,"captain hooks unsinkable ship: a ship made of plastic and lightweight wood materials, that has cannons on where water will spurt out when activated by pressing a small button on the side of the ship. when the canon is launched, the water will come out in a large spurt, while also making the boat shake and move back and forth by the vibrations. but captain hooks ship is unsinkable."
m2m5o7axo0x65-HMNH-450-3,"the fidget floater: your typical plastic fidget spinner in the shape of a ducks head, but not just one head, but three. the centre of the fidget is pressed (rather than spun) and all the ducks heads spin around and the toy itself moves in large circular motions for 30 seconds. when it stops, the fidget will remain floating and will be stationary until the centre is pressed again."
m2m5vs10yw9ky-HMNH-458-1,My idea is the Frogett. It is made of plastic and has a motorized wheel on the bottom. It floats on top of the water but can move around. If it's pulled under water it will spit the water out of a tiny hose in it's mouth.
m2m5vs10yw9ky-HMNH-458-2,Bubbles within bubbles. This is a toy that has a clear plastic ball and within the ball there are other smaller plastic balls that jingle as the ball rolls on top of the water. The inner balls are different colors and they bounce around the inside of the clear plastic outer ball.
m2m5vs10yw9ky-HMNH-458-3,Weegle is a toy that is made of rubber and floats. Weegle is about 5 inches tall and has a round body with a head. It can be knocked over but is bottom heavy so the head pops back up to standing position.
m2m639ymxx0te-AINH-462-1,Aqua Rover looks like a submarine. It has 2 parts. The base has all-terrain wheels that retract into the body. The other part supports the floatation of the toy and has fins to propel it in water.
